UniProt	Predikcija
Q8IXI2	GO:0005739
Q8BG51	GO:0005739
F4J0W4	GO:0005739
Q32LU1	GO:0005739
Q8IXI1	GO:0005739
Q8JZN7	GO:0005739
Q04341	GO:0005739
Q03667	GO:0005739
P38162	GO:0005739
P28482	GO:0005739
P63085	GO:0005739
P63086	GO:0005739
P27361	GO:0005739
Q63844	GO:0005739
P21708	GO:0005739
Q91Y86	GO:0005739
P49185	GO:0005739
Q9WTU6	GO:0005739
P49186	GO:0005739
Q61831	GO:0005739
P47811	GO:0005739
Q9GZQ8	GO:0005739
Q8IVH4	GO:0005739
Q96EY8	GO:0005739
Q9D273	GO:0005739
Q9CZD0	GO:0005739
O43003	GO:0005739
P40185	GO:0005739
P41800	GO:0005739
P33434	GO:0005739
P28862	GO:0005739
Q06324	GO:0005739
Q0WM29	GO:0005739
P52713	GO:0005739
Q02252	GO:0005739
Q9EQ20	GO:0005739
Q03218	GO:0005739
Q08970	GO:0005739
P24720	GO:0005739
O49543	GO:0005739
Q9USJ9	GO:0005739
P53163	GO:0005739
Q96BY2	GO:0005739
Q9D2P8	GO:0005739
Q9H3H1	GO:0005739
Q80UN9	GO:0005739
P07884	GO:0005739
O49429	GO:0005739
Q9C7Y2	GO:0005739
O82169	GO:0005739
Q9LKA5	GO:0005739
Q9SL95	GO:0005739
P53986	GO:0005739
Q99MS3	GO:0005739
Q02750	GO:0005739
P31938	GO:0005739
Q01986	GO:0005739
P36507	GO:0005739
Q63932	GO:0005739
P36506	GO:0005739
Q949R9	GO:0005739
Q7KSC4	GO:0005739
Q9Y5U8	GO:0005739
P63030	GO:0005739
O74847	GO:0005739
P53157	GO:0005739
Q8L7H8	GO:0005739
O95563	GO:0005739
Q9D023	GO:0005739
P38857	GO:0005739
P53311	GO:0005739
O49636	GO:0005739
Q9FMU6	GO:0005739
Q00325	GO:0005739
Q8VEM8	GO:0005739
P16036	GO:0005739
Q9P7V8	GO:0005739
P23641	GO:0005739
Q9LV37	GO:0005739
P40364	GO:0005739
Q9ZU25	GO:0005739
Q86A84	GO:0005739
O04308	GO:0005739
Q10713	GO:0005739
Q9DC61	GO:0005739
P20069	GO:0005739
O94745	GO:0005739
P11914	GO:0005739
Q42290	GO:0005739
Q4W6B5	GO:0005739
Q9CXT8	GO:0005739
Q03346	GO:0005739
Q9P7X1	GO:0005739
P10507	GO:0005739
O75352	GO:0005739
P39210	GO:0005739
P19258	GO:0005739
P53166	GO:0005739
Q99J25	GO:0005739
P25270	GO:0005739
Q9CPY0	GO:0005739
P78860	GO:0005739
P53123	GO:0005739
Q5ND52	GO:0005739
O13973	GO:0005739
O75012	GO:0005739
Q09727	GO:0005739
Q80WJ6	GO:0005739
Q7L0Y3	GO:0005739
Q3UFY8	GO:0005739
O15091	GO:0005739
Q8JZY4	GO:0005739
Q1PE39	GO:0005739
Q9HD23	GO:0005739
Q5NCE8	GO:0005739
P87149	GO:0005739
Q01926	GO:0005739
P10566	GO:0005739
P23500	GO:0005739
Q05648	GO:0005739
P38172	GO:0005739
O13622	GO:0005739
P15424	GO:0005739
Q03104	GO:0005739
Q08818	GO:0005739
Q84LK0	GO:0005739
O13921	GO:0005739
P25846	GO:0005739
Q8VZL4	GO:0005739
P87320	GO:0005739
P28737	GO:0005739
P54150	GO:0005739
Q9D6Y7	GO:0005739
Q923M1	GO:0005739
Q78J03	GO:0005739
Q8IXL7	GO:0005739
P08593	GO:0005739
P32559	GO:0005739
P40990	GO:0005739
P32335	GO:0005739
Q9BUK6	GO:0005739
P37361	GO:0005739
Q9NZJ7	GO:0005739
Q791V5	GO:0005739
Q60945	GO:0005739
Q9H903	GO:0005739
D3ZUA0	GO:0005739
P13995	GO:0005739
P18155	GO:0005739
Q99551	GO:0005739
Q8BKY8	GO:0005739
Q96E29	GO:0005739
Q8R3J4	GO:0005739
Q7Z6M4	GO:0005739
Q8BVN4	GO:0005739
Q9M219	GO:0005739
Q8CHZ9	GO:0005739
B9EJ57	GO:0005739
Q9US51	GO:0005739
P14908	GO:0005739
P10849	GO:0005739
Q9UDX5	GO:0005739
Q9CRB8	GO:0005739
Q9PTD5	GO:0005739
Q99MB2	GO:0005739
Q8VED8	GO:0005739
Q9BT17	GO:0005739
Q8R2R6	GO:0005739
O74776	GO:0005739
Q03151	GO:0005739
Q9H4K7	GO:0005739
P38860	GO:0005739
Q06455	GO:0005739
P49914	GO:0005739
Q9D110	GO:0005739
Q944H5	GO:0005739
P53320	GO:0005739
Q923Z3	GO:0005739
O13670	GO:0005739
P53070	GO:0005739
Q9DAT5	GO:0005739
O13947	GO:0005739
Q12093	GO:0005739
Q9VHB6	GO:0005739
P47802	GO:0005739
P34599	GO:0005739
O75431	GO:0005739
O88441	GO:0005739
O64471	GO:0005739
O14322	GO:0005739
Q10262	GO:0005739
O14202	GO:0005739
Q9UT31	GO:0005739
O13699	GO:0005739
P87133	GO:0005739
Q9C0U3	GO:0005739
O94410	GO:0005739
O74779	GO:0005739
O94427	GO:0005739
Q10308	GO:0005739
Q9HDZ3	GO:0005739
O74317	GO:0005739
Q9P6M7	GO:0005739
Q969V5	GO:0005739
Q8VCM5	GO:0005739
P87231	GO:0005739
Q23381	GO:0005739
P22033	GO:0005739
P16332	GO:0005739
Q99P21	GO:0005739
Q8R5G2	GO:0005739
P25566	GO:0005739
Q9HB07	GO:0005739
P35580	GO:0005739
P02563	GO:0005739
Q9BUA6	GO:0005739
Q62082	GO:0005739
O14157	GO:0005739
Q99972	GO:0005739
P54296	GO:0005739
Q03429	GO:0005739
Q01728	GO:0005739
P48768	GO:0005739
S4R2P9	GO:0005739
P70549	GO:0005739
Q8N159	GO:0005739
Q8R4H7	GO:0005739
O94330	GO:0005739
P40360	GO:0005739
Q4G0N4	GO:0005739
Q8C5H8	GO:0005739
Q9R1M5	GO:0005739
O60063	GO:0005739
P27929	GO:0005739
Q8N9F0	GO:0005739
D3ZVU9	GO:0005739
Q9UHQ9	GO:0005739
Q9DB73	GO:0005739
P83291	GO:0005739
Q3KNK3	GO:0005739
P00387	GO:0005739
Q9DCN2	GO:0005739
O74963	GO:0005739
Q09161	GO:0005739
Q6J4K2	GO:0005739
Q925Q3	GO:0005739
Q6AXS0	GO:0005739
P00388	GO:0005739
Q8GWA1	GO:0005739
Q9ST63	GO:0005739
O80874	GO:0005739
Q9SQT4	GO:0005739
Q8LGE7	GO:0005739
Q8RWA7	GO:0005739
O49313	GO:0005739
Q1JPL4	GO:0005739
Q9ST62	GO:0005739
Q94BV7	GO:0005739
O64725	GO:0005739
Q9M9R9	GO:0005739
F4JJJ3	GO:0005739
Q9SKT7	GO:0005739
Q9M9B4	GO:0005739
Q94C12	GO:0005739
Q8GXR9	GO:0005739
O14121	GO:0005739
P40215	GO:0005739
O43090	GO:0005739
Q07500	GO:0005739
P32340	GO:0005739
O49203	GO:0005739
Q9WV85	GO:0005739
Q8LAH8	GO:0005739
O75414	GO:0005739
O88425	GO:0005739
P15532	GO:0005739
Q05982	GO:0005739
Q01768	GO:0005739
P19804	GO:0005739
P34093	GO:0005739
O00746	GO:0005739
Q9WV84	GO:0005739
P49740	GO:0005739
P36010	GO:0005739
Q12181	GO:0005739
Q9Z2L9	GO:0005739
O82238	GO:0005739
Q9LZI6	GO:0005739
Q42599	GO:0005739
Q9FX83	GO:0005739
O22261	GO:0005739
Q9C9Z5	GO:0005739
Q02377	GO:0005739
O15239	GO:0005739
O35683	GO:0005739
Q9FIJ2	GO:0005739
Q02370	GO:0005739
O43678	GO:0005739
Q9CQ75	GO:0005739
Q02371	GO:0005739
O95167	GO:0005739
Q9CQ91	GO:0005739
O00483	GO:0005739
Q62425	GO:0005739
Q9FLX7	GO:0005739
P23935	GO:0005739
Q16718	GO:0005739
Q9CPP6	GO:0005739
Q9LHI0	GO:0005739
Q02366	GO:0005739
P56556	GO:0005739
Q9CQZ5	GO:0005739
Q05752	GO:0005739
O95182	GO:0005739
Q9Z1P6	GO:0005739
P42029	GO:0005739
P51970	GO:0005739
Q9DCJ5	GO:0005739
Q9SK66	GO:0005739
P34943	GO:0005739
Q16795	GO:0005739
Q9DC69	GO:0005739
Q5BK63	GO:0005739
P34942	GO:0005739
P91929	GO:0005739
O95299	GO:0005739
Q99LC3	GO:0005739
Q86Y39	GO:0005739
Q9D8B4	GO:0005739
Q9M9M9	GO:0005739
O97725	GO:0005739
Q9N2W7	GO:0005739
Q9UI09	GO:0005739
Q7TMF3	GO:0005739
Q95KV7	GO:0005739
Q9P0J0	GO:0005739
Q9ERS2	GO:0005739
Q02378	GO:0005739
O75438	GO:0005739
Q8LDK3	GO:0005739
Q02374	GO:0005739
Q20412	GO:0005739
O95178	GO:0005739
Q9CPU2	GO:0005739
Q02365	GO:0005739
O43676	GO:0005739
Q9CQZ6	GO:0005739
P48305	GO:0005739
O95168	GO:0005739
Q9CQC7	GO:0005739
Q02380	GO:0005739
O43674	GO:0005739
Q9CQH3	GO:0005739
Q02367	GO:0005739
O95139	GO:0005739
Q3UIU2	GO:0005739
Q9SKC9	GO:0005739
Q02368	GO:0005739
P17568	GO:0005739
Q9CR61	GO:0005739
Q9FGK0	GO:0005739
Q02372	GO:0005739
O95169	GO:0005739
Q9D6J5	GO:0005739
Q945M1	GO:0005739
Q02369	GO:0005739
Q9Y6M9	GO:0005739
Q9CQJ8	GO:0005739
Q02373	GO:0005739
O96000	GO:0005739
Q9DCS9	GO:0005739
Q8HXG5	GO:0005739
Q9NX14	GO:0005739
O09111	GO:0005739
Q02376	GO:0005739
O43677	GO:0005739
Q9CQY9	GO:0005739
Q02827	GO:0005739
O95298	GO:0005739
Q9CQ54	GO:0005739
Q9BU61	GO:0005739
Q9JKL4	GO:0005739
Q9P032	GO:0005739
Q9D1H6	GO:0005739
Q54JW0	GO:0005739
Q5TEU4	GO:0005739
A2APY7	GO:0005739
Q9VYS5	GO:0005739
Q330K2	GO:0005739
A2AIL4	GO:0005739
Q54S83	GO:0005739
Q7L592	GO:0005739
Q9CWG8	GO:0005739
O14138	GO:0005739
Q9FGI6	GO:0005739
P15690	GO:0005739
P28331	GO:0005739
Q91VD9	GO:0005739
P17694	GO:0005739
O75306	GO:0005739
P23709	GO:0005739
O75489	GO:0005739
Q9DCT2	GO:0005739
Q9FJW4	GO:0005739
Q02375	GO:0005739
O43181	GO:0005739
Q9CXZ1	GO:0005739
Q5XIF3	GO:0005739
Q02379	GO:0005739
O43920	GO:0005739
Q99LY9	GO:0005739
Q9M9M6	GO:0005739
P23934	GO:0005739
Q19724	GO:0005739
O75380	GO:0005739
P52503	GO:0005739
Q42577	GO:0005739
P42026	GO:0005739
O75251	GO:0005739
Q9DC70	GO:0005739
P42028	GO:0005739
Q22619	GO:0005739
O00217	GO:0005739
Q8K3J1	GO:0005739
Q9FNN5	GO:0005739
P25708	GO:0005739
P49821	GO:0005739
Q91YT0	GO:0005739
O94500	GO:0005739
O22769	GO:0005739
P04394	GO:0005739
P19404	GO:0005739
Q9D6J6	GO:0005739
O13691	GO:0005739
P25712	GO:0005739
P56181	GO:0005739
Q8BK30	GO:0005739
Q6PCU8	GO:0005739
Q9FLI7	GO:0005739
Q04940	GO:0005739
Q91YP2	GO:0005739
Q02038	GO:0005739
P42676	GO:0005739
Q8BZL1	GO:0005739
P19246	GO:0005739
Q9NV92	GO:0005739
P19838	GO:0005739
Q9Y697	GO:0005739
Q9Z1J3	GO:0005739
P25374	GO:0005739
Q9UMS0	GO:0005739
Q9QZ23	GO:0005739
P32860	GO:0005739
Q99JA8	GO:0005739
Q9EQ80	GO:0005739
P53081	GO:0005739
Q9LIG6	GO:0005739
Q9C8J2	GO:0005739
Q10MC0	GO:0005739
O55125	GO:0005739
O75323	GO:0005739
Q39161	GO:0005739
Q8VDK1	GO:0005739
Q9JHW2	GO:0005739
Q86UT6	GO:0005739
Q3TL44	GO:0005739
P32020	GO:0005739
P11915	GO:0005739
Q810Q5	GO:0005739
Q96T66	GO:0005739
Q99JR6	GO:0005739
Q9VY99	GO:0005739
Q94AF2	GO:0005739
Q8IW45	GO:0005739
Q9CZ42	GO:0005739
Q8NCW5	GO:0005739
Q8K4Z3	GO:0005739
Q13423	GO:0005739
Q61941	GO:0005739
Q8NC60	GO:0005739
Q9JJG9	GO:0005739
Q9D1X0	GO:0005739
Q62881	GO:0005739
Q9H6R4	GO:0005739
Q9UMY1	GO:0005739
Q9Z0J4	GO:0005739
P29476	GO:0005739
Q62600	GO:0005739
Q924V1	GO:0005739
P33755	GO:0005739
Q9CQE1	GO:0005739
Q9UTK3	GO:0005739
P47971	GO:0005739
Q8BHG1	GO:0005739
F1QG30	GO:0005739
Q96CB9	GO:0005739
Q9CZ57	GO:0005739
Q9JM14	GO:0005739
Q3UHB1	GO:0005739
Q9NPB1	GO:0005739
Q8VCE6	GO:0005739
P31378	GO:0005739
O35980	GO:0005739
P20789	GO:0005739
P03887	GO:0005739
P03886	GO:0005739
P03888	GO:0005739
P03889	GO:0005739
P03892	GO:0005739
P03896	GO:0005739
P03891	GO:0005739
P03893	GO:0005739
P11662	GO:0005739
P03898	GO:0005739
P03897	GO:0005739
P03899	GO:0005739
P03902	GO:0005739
P03903	GO:0005739
P03910	GO:0005739
P03905	GO:0005739
P03911	GO:0005739
P03920	GO:0005739
P03915	GO:0005739
P03921	GO:0005739
P03923	GO:0005739
P03925	GO:0005739
Q8TB37	GO:0005739
Q9CWD8	GO:0005739
P08466	GO:0005739
P38447	GO:0005739
Q95NM6	GO:0005739
O08600	GO:0005739
Q9FVQ1	GO:0005739
Q52K88	GO:0005739
Q86X67	GO:0005739
Q8JZU0	GO:0005739
Q8GYB1	GO:0005739
P11930	GO:0005739
Q9CR24	GO:0005739
Q9BW91	GO:0005739
Q8BVU5	GO:0005739
O15381	GO:0005739
Q8VC33	GO:0005739
Q9UTN1	GO:0005739
P32332	GO:0005739
Q9FNK4	GO:0005739
Q9VW26	GO:0005739
P04181	GO:0005739
P29758	GO:0005739
P04182	GO:0005739
Q9CRD0	GO:0005739
Q9D8W7	GO:0005739
Q9DC50	GO:0005739
Q9M7Z1	GO:0005739
P11182	GO:0005739
P53395	GO:0005739
Q84JL2	GO:0005739
Q54M22	GO:0005739
P12694	GO:0005739
P50136	GO:0005739
P11960	GO:0005739
P21953	GO:0005739
Q6P3A8	GO:0005739
Q03028	GO:0005739
Q99297	GO:0005739
Q9BQT8	GO:0005739
Q8BZ09	GO:0005739
O61199	GO:0005739
Q02218	GO:0005739
Q60597	GO:0005739
Q5XI78	GO:0005739
O74378	GO:0005739
P81895	GO:0005739
P20967	GO:0005739
Q9FLQ4	GO:0005739
Q8H107	GO:0005739
P36957	GO:0005739
Q9D2G2	GO:0005739
Q01205	GO:0005739
O94681	GO:0005739
P19262	GO:0005739
Q8RWN9	GO:0005739
Q5M729	GO:0005739
P10515	GO:0005739
Q8BMF4	GO:0005739
P08461	GO:0005739
O59816	GO:0005739
P12695	GO:0005739
P52901	GO:0005739
Q8H1Y0	GO:0005739
P35487	GO:0005739
Q06437	GO:0005739
P52899	GO:0005739
P08559	GO:0005739
P35486	GO:0005739
P26284	GO:0005739
Q10489	GO:0005739
P16387	GO:0005739
Q38799	GO:0005739
O44451	GO:0005739
P11177	GO:0005739
Q9D051	GO:0005739
P49432	GO:0005739
Q09171	GO:0005739
P32473	GO:0005739
O00330	GO:0005739
Q8BKZ9	GO:0005739
O94709	GO:0005739
P16451	GO:0005739
F4KCL7	GO:0005739
O80565	GO:0005739
Q9C5J8	GO:0005739
Q8VIJ5	GO:0005739
O08760	GO:0005739
O70249	GO:0005739
P53397	GO:0005739
B8YEK4	GO:0005739
P56558	GO:0005739
P38325	GO:0005739
P16547	GO:0005739
Q96E52	GO:0005739
Q9D8H7	GO:0005739
Q9P7G4	GO:0005739
P36163	GO:0005739
Q06668	GO:0005739
O48528	GO:0005739
Q8H0Y1	GO:0005739
O60313	GO:0005739
P58281	GO:0005739
Q2TA68	GO:0005739
Q1L9A2	GO:0005739
Q505D7	GO:0005739
Q9Y619	GO:0005739
Q9WVD5	GO:0005739
Q9BXI2	GO:0005739
Q9Y3B8	GO:0005739
Q9D8S4	GO:0005739
P54964	GO:0005739
Q12375	GO:0005739
Q9SX99	GO:0005739
O22145	GO:0005739
Q9H4B0	GO:0005739
Q6PEB4	GO:0005739
O13755	GO:0005739
P21375	GO:0005739
Q9YHY9	GO:0005739
P00480	GO:0005739
P11725	GO:0005739
P00481	GO:0005739
P31317	GO:0005739
O14300	GO:0005739
O43092	GO:0005739
Q15070	GO:0005739
Q8BGA9	GO:0005739
Q42191	GO:0005739
P39952	GO:0005739
Q9CR10	GO:0005739
Q8VE38	GO:0005739
Q4KMM3	GO:0005739
Q08952	GO:0005739
Q9NWU1	GO:0005739
O94297	GO:0005739
P13674	GO:0005739
Q2TBE6	GO:0005739
P04637	GO:0005739
P02340	GO:0005739
P32322	GO:0005739
Q96C36	GO:0005739
P54886	GO:0005739
Q9Z110	GO:0005739
P47712	GO:0005739
P0C869	GO:0005739
P31482	GO:0005739
Q9DAK2	GO:0005739
P33751	GO:0005739
Q8VEB4	GO:0005739
O35386	GO:0005739
Q8C015	GO:0005739
Q8WX93	GO:0005739
O94539	GO:0005739
P36147	GO:0005739
O13865	GO:0005739
O82357	GO:0005739
Q9M315	GO:0005739
Q09672	GO:0005739
P38122	GO:0005739
Q9BZ23	GO:0005739
O49629	GO:0005739
Q9NVV4	GO:0005739
Q9D0D3	GO:0005739
Q99497	GO:0005739
Q99LX0	GO:0005739
Q9H300	GO:0005739
Q5XJY4	GO:0005739
P09874	GO:0005739
Q8IXQ6	GO:0005739
P0C0U1	GO:0005739
Q19842	GO:0005739
P05165	GO:0005739
Q91ZA3	GO:0005739
P14882	GO:0005739
P05166	GO:0005739
Q99MN9	GO:0005739
P07633	GO:0005739
P21642	GO:0005739
Q16822	GO:0005739
Q8BH04	GO:0005739
P53259	GO:0005739
Q3TIU4	GO:0005739
Q01062	GO:0005739
Q9FF55	GO:0005739
P11598	GO:0005739
Q9Y2S7	GO:0005739
Q91VA6	GO:0005739
Q15118	GO:0005739
Q8BFP9	GO:0005739
Q63065	GO:0005739
P40530	GO:0005739
Q15119	GO:0005739
Q9JK42	GO:0005739
Q64536	GO:0005739
P53170	GO:0005739
Q15120	GO:0005739
Q922H2	GO:0005739
Q16654	GO:0005739
O70571	GO:0005739
O54937	GO:0005739
Q9P6P9	GO:0005739
P35816	GO:0005739
Q9P0J1	GO:0005739
Q3UV70	GO:0005739
O88483	GO:0005739
Q12511	GO:0005739
Q9P2J9	GO:0005739
O88484	GO:0005739
P25646	GO:0005739
Q8NCN5	GO:0005739
Q7TSQ8	GO:0005739
P38075	GO:0005739
P31044	GO:0005739
O16264	GO:0005739
Q99MZ7	GO:0005739
Q9ZVI9	GO:0005739
Q61907	GO:0005739
Q96RR1	GO:0005739
Q8CIW5	GO:0005739
P11247	GO:0005739
Q9JK95	GO:0005739
P35419	GO:0005739
Q99373	GO:0005739
P10834	GO:0005739
P38921	GO:0005739
Q10333	GO:0005739
Q9FXT6	GO:0005739
Q9UHV9	GO:0005739
Q9NQP4	GO:0005739
P16861	GO:0005739
P16862	GO:0005739
Q96HS1	GO:0005739
Q08959	GO:0005739
Q9H7Z7	GO:0005739
Q8BWM0	GO:0005739
Q9LD57	GO:0005739
P50318	GO:0005739
P00560	GO:0005739
O80952	GO:0005739
Q9Z2Z7	GO:0005739
Q32NB8	GO:0005739
Q9HDW1	GO:0005739
P25578	GO:0005739
O49460	GO:0005739
Q9BKU4	GO:0005739
P40961	GO:0005739
Q9ZNT7	GO:0005739
P50093	GO:0005739
Q99623	GO:0005739
O35129	GO:0005739
Q5XIH7	GO:0005739
P50085	GO:0005739
O04331	GO:0005739
Q9LK25	GO:0005739
Q9LY99	GO:0005739
Q9SIL6	GO:0005739
Q9FFH5	GO:0005739
P35232	GO:0005739
P67778	GO:0005739
P67779	GO:0005739
Q8BGT8	GO:0005739
Q9CZL5	GO:0005739
P40035	GO:0005739
Q62083	GO:0005739
Q80SX8	GO:0005739
Q9UUA2	GO:0005739
Q384Y1	GO:0005739
P07271	GO:0005739
Q384Y0	GO:0005739
Q580X6	GO:0005739
Q57VU6	GO:0005739
Q9Y237	GO:0005739
Q09298	GO:0005739
Q9BXM7	GO:0005739
Q99MQ3	GO:0005739
Q96BK5	GO:0005739
P61837	GO:0005739
Q8BSF4	GO:0005739
D3ZAW2	GO:0005739
P06197	GO:0005739
Q9FLW9	GO:0005739
P10688	GO:0005739
Q9NUQ2	GO:0005739
Q9D1E8	GO:0005739
Q8VE85	GO:0005739
Q9CYY7	GO:0005739
Q8N2A8	GO:0005739
Q5SWZ9	GO:0005739
Q38882	GO:0005739
M0R7Z9	GO:0005739
P97570	GO:0005739
Q9D3P8	GO:0005739
Q22949	GO:0005739
O70579	GO:0005739
Q9LXR8	GO:0005739
Q9SHJ6	GO:0005739
O04499	GO:0005739
P00950	GO:0005739
Q10415	GO:0005739
P35999	GO:0005739
Q8N490	GO:0005739
Q69ZP3	GO:0005739
Q94IN5	GO:0005739
Q8TCS8	GO:0005739
Q8K1R3	GO:0005739
P38969	GO:0005739
Q10480	GO:0005739
P40797	GO:0005739
O74783	GO:0005739
O14235	GO:0005739
Q04049	GO:0005739
F4I6M1	GO:0005739
Q84ND9	GO:0005739
Q6AXM8	GO:0005739
Q9UT98	GO:0005739
Q06892	GO:0005739
Q9CA56	GO:0005739
Q9SAK0	GO:0005739
Q9C977	GO:0005739
Q9SI53	GO:0005739
Q9SIT7	GO:0005739
Q9ZQF1	GO:0005739
Q9S733	GO:0005739
P36873	GO:0005739
P63087	GO:0005739
Q9LK57	GO:0005739
Q9LRP6	GO:0005739
Q9LSQ2	GO:0005739
Q9LW32	GO:0005739
Q9STK5	GO:0005739
Q9M3A8	GO:0005739
Q9LEX6	GO:0005739
Q9M2C8	GO:0005739
P63328	GO:0005739
O14156	GO:0005739
O14189	GO:0005739
P38797	GO:0005739
Q9SY07	GO:0005739
Q0WSH6	GO:0005739
Q9SUH6	GO:0005739
Q8VYR5	GO:0005739
Q9M065	GO:0005739
Q9FNN9	GO:0005739
Q9FIX3	GO:0005739
Q9FME4	GO:0005739
Q9FLJ6	GO:0005739
Q9FMF6	GO:0005739
Q9LMG7	GO:0005739
Q9USS6	GO:0005739
Q9NPH0	GO:0005739
Q8BP40	GO:0005739
P16675	GO:0005739
Q9UA41	GO:0005739
Q6DGG0	GO:0005739
Q99KR7	GO:0005739
P29117	GO:0005739
O94647	GO:0005739
Q09815	GO:0005739
P26678	GO:0005739
Q80Z30	GO:0005739
Q8N3J5	GO:0005739
Q8BXN7	GO:0005739
P38796	GO:0005739
Q8S9J1	GO:0005739
Q94IG7	GO:0005739
Q9LTX3	GO:0005739
P50336	GO:0005739
P51175	GO:0005739
P40012	GO:0005739
O94368	GO:0005739
O04491	GO:0005739
Q9SY69	GO:0005739
O60142	GO:0005739
Q9SAB4	GO:0005739
Q9LN22	GO:0005739
Q9FZD1	GO:0005739
Q9USP3	GO:0005739
Q9ZU27	GO:0005739
O42910	GO:0005739
Q9LG23	GO:0005739
Q9FXA9	GO:0005739
O22714	GO:0005739
Q8LE47	GO:0005739
O94615	GO:0005739
Q9SXD1	GO:0005739
Q9SI78	GO:0005739
Q9LQ14	GO:0005739
Q8RXN3	GO:0005739
Q12036	GO:0005739
Q6NVE9	GO:0005739
P38698	GO:0005739
Q9FJT9	GO:0005739
O75807	GO:0005739
P35700	GO:0005739
Q63716	GO:0005739
Q61171	GO:0005739
P30048	GO:0005739
P20108	GO:0005739
Q9Z0V6	GO:0005739
O08807	GO:0005739
P30044	GO:0005739
P99029	GO:0005739
Q9R063	GO:0005739
O08709	GO:0005739
Q9V579	GO:0005739
Q9LJL3	GO:0005739
Q8VY06	GO:0005739
Q5JRX3	GO:0005739
Q8K411	GO:0005739
Q9D1C3	GO:0005739
Q9QYK2	GO:0005739
Q63449	GO:0005739
Q96LW4	GO:0005739
O60260	GO:0005739
Q9Y255	GO:0005739
Q8R107	GO:0005739
Q0VBB0	GO:0005739
P92983	GO:0005739
Q6NKX1	GO:0005739
Q8VCZ9	GO:0005739
Q04499	GO:0005739
O43272	GO:0005739
Q9WU79	GO:0005739
Q9Z2Y8	GO:0005739
A2AVJ5	GO:0005739
Q66GI4	GO:0005739
Q8C0F9	GO:0005739
P25375	GO:0005739
P34227	GO:0005739
Q9M7T0	GO:0005739
P40303	GO:0005739
P49720	GO:0005739
Q84V22	GO:0005739
O14333	GO:0005739
P39006	GO:0005739
Q9UTB5	GO:0005739
P49768	GO:0005739
P97887	GO:0005739
P08456	GO:0005739
Q8BP74	GO:0005739
P38958	GO:0005739
P08468	GO:0005739
Q6UWS5	GO:0005739
P10355	GO:0005739
O74832	GO:0005739
P32606	GO:0005739
Q02772	GO:0005739
P32522	GO:0005739
P07390	GO:0005739
O75127	GO:0005739
A2VD13	GO:0005739
Q8WV60	GO:0005739
Q8R3K3	GO:0005739
Q2KI62	GO:0005739
Q96EY7	GO:0005739
Q14C51	GO:0005739
O94526	GO:0005739
Q8VDQ1	GO:0005739
Q9Y3E5	GO:0005739
Q8R2Y8	GO:0005739
O13830	GO:0005739
Q8BW00	GO:0005739
P41499	GO:0005739
Q9W0G1	GO:0005739
Q66GT5	GO:0005739
P0C089	GO:0005739
Q03393	GO:0005739
Q9R1Z7	GO:0005739
Q6NZI2	GO:0005739
Q07807	GO:0005739
O81845	GO:0005739
Q05728	GO:0005739
P54822	GO:0005739
Q9CWJ9	GO:0005739
Q93YQ3	GO:0005739
F4JP46	GO:0005739
P53167	GO:0005739
Q9LT72	GO:0005739
P48567	GO:0005739
Q06244	GO:0005739
P53294	GO:0005739
Q12069	GO:0005739
P09368	GO:0005739
P07275	GO:0005739
P83932	GO:0005739
Q9Z210	GO:0005739
O80845	GO:0005739
Q84JW1	GO:0005739
P42925	GO:0005739
O17732	GO:0005739
P11498	GO:0005739
Q05920	GO:0005739
P52873	GO:0005739
P32586	GO:0005739
P08955	GO:0005739
P32746	GO:0005739
P32748	GO:0005739
Q02127	GO:0005739
O35435	GO:0005739
Q08210	GO:0005739
Q63707	GO:0005739
P32747	GO:0005739
P70303	GO:0005739
O14957	GO:0005739
Q9CPX8	GO:0005739
Q9P7E0	GO:0005739
P37299	GO:0005739
P31930	GO:0005739
Q9CZ13	GO:0005739
Q68FY0	GO:0005739
P07256	GO:0005739
P22695	GO:0005739
Q9DB77	GO:0005739
P32551	GO:0005739
P78761	GO:0005739
P07257	GO:0005739
P07919	GO:0005739
P99028	GO:0005739
Q5M9I5	GO:0005739
O42932	GO:0005739
P00127	GO:0005739
Q9SUU5	GO:0005739
F4JWS8	GO:0005739
P14927	GO:0005739
Q9D855	GO:0005739
O74533	GO:0005739
P00128	GO:0005739
O14949	GO:0005739
Q9CQ69	GO:0005739
P50523	GO:0005739
P08525	GO:0005739
Q9UDW1	GO:0005739
Q8R1I1	GO:0005739
O74433	GO:0005739
P22289	GO:0005739
Q3UNZ8	GO:0005739
O94710	GO:0005739
Q9H974	GO:0005739
B8ZXI1	GO:0005739
Q7Z419	GO:0005739
Q9M0E0	GO:0005739
O43502	GO:0005739
Q9D1G1	GO:0005739
P35290	GO:0005739
Q9CZE3	GO:0005739
Q6PHN9	GO:0005739
P35276	GO:0005739
Q91ZR1	GO:0005739
P61028	GO:0005739
P63244	GO:0005739
Q06609	GO:0005739
P04049	GO:0005739
Q9SID8	GO:0005739
Q9EP71	GO:0005739
Q7Z5J4	GO:0005739
P01120	GO:0005739
P08644	GO:0005739
P62492	GO:0005739
P46638	GO:0005739
P0C0E4	GO:0005739
Q9SVM8	GO:0005739
Q9FNR1	GO:0005739
Q9LIS2	GO:0005739
Q9C909	GO:0005739
