Protein	Gene.ID	Gene	Status	Guess	Alg
B8ZZT5	ENSG00000144120	TMEM177	Predicted mitochondrial	fn	PANNZER
B8ZZU9	ENSG00000065911	MTHFD2	Known mitochondrial	fn	PANNZER
B8ZZV5	ENSG00000185414	MRPL30	Known mitochondrial	fn	PANNZER
B8ZZV9	ENSG00000115520	COQ10B	Known mitochondrial	fn	PANNZER
B8ZZX2	ENSG00000115520	COQ10B	Known mitochondrial	fn	PANNZER
B9A051	ENSG00000204822	MRPL53	Known mitochondrial	fn	PANNZER
B9A057	ENSG00000183513	COA5	Known mitochondrial	fn	PANNZER
B9A058	ENSG00000198130	HIBCH	Known mitochondrial	fn	PANNZER
B9A062	ENSG00000065911	MTHFD2	Known mitochondrial	fn	PANNZER
B9A067	ENSG00000132305	IMMT	Known mitochondrial	fn	PANNZER
C4P092	ENSG00000162946	DISC1	Known mitochondrial	fn	PANNZER
C4P093	ENSG00000162946	DISC1	Known mitochondrial	fn	PANNZER
C4P0A0	ENSG00000162946	DISC1	Known mitochondrial	fn	PANNZER
C4P0B0	ENSG00000162946	DISC1	Known mitochondrial	fn	PANNZER
C4P0B1	ENSG00000162946	DISC1	Known mitochondrial	fn	PANNZER
C9IY40	ENSG00000112651	MRPL2	Known mitochondrial	fn	PANNZER
C9IZ01	ENSG00000168827	GFM1	Known mitochondrial	fn	PANNZER
C9IZW8	ENSG00000090266	NDUFB2	Known mitochondrial	fn	PANNZER
C9IZZ2	ENSG00000090266	NDUFB2	Known mitochondrial	fn	PANNZER
C9J0K3	ENSG00000163607	GTPBP8	Predicted mitochondrial	fn	PANNZER
C9J140	ENSG00000131370	SH3BP5	Predicted mitochondrial	fn	PANNZER
C9J2Y4	ENSG00000035141	FAM136A	Known mitochondrial	fn	PANNZER
C9J3G2	ENSG00000136682	CBWD2	Predicted mitochondrial	fn	PANNZER
C9J3N5	ENSG00000168237	GLYCTK	Known mitochondrial	fn	PANNZER
C9J406	ENSG00000132305	IMMT	Known mitochondrial	fn	PANNZER
C9J5E0	ENSG00000112651	MRPL2	Known mitochondrial	fn	PANNZER
C9J634	ENSG00000168291	PDHB	Known mitochondrial	fn	PANNZER
C9J799	ENSG00000214113	LYRM4	Known mitochondrial	fn	PANNZER
C9J7L8	ENSG00000123130	ACOT9	Known mitochondrial	fn	PANNZER
C9J7Q4	ENSG00000106077	ABHD11	Known mitochondrial	fn	PANNZER
C9J7Z1	ENSG00000187024	PTRH1	Known mitochondrial	fn	PANNZER
C9J7Z8	ENSG00000132530	XAF1	Predicted mitochondrial	fn	PANNZER
C9J8Q5	ENSG00000112294	ALDH5A1	Known mitochondrial	fn	PANNZER
C9J8T6	ENSG00000138495	COX17	Known mitochondrial	fn	PANNZER
C9J8V5	ENSG00000163607	GTPBP8	Predicted mitochondrial	fn	PANNZER
C9JA32	ENSG00000168237	GLYCTK	Known mitochondrial	fn	PANNZER
C9JAX1	ENSG00000165060	FXN	Known mitochondrial	fn	PANNZER
C9JAX8	ENSG00000168273	SMIM4	Predicted mitochondrial	fn	PANNZER
C9JBU9	ENSG00000160124	CCDC58	Known mitochondrial	fn	PANNZER
C9JBY7	ENSG00000090263	MRPS33	Known mitochondrial	fn	PANNZER
C9JDE9	ENSG00000060971	ACAA1	Predicted mitochondrial	fn	PANNZER
C9JDT9	ENSG00000183597	TANGO2	Known mitochondrial	fn	PANNZER
C9JE15	ENSG00000133597	ADCK2	Predicted mitochondrial	fn	PANNZER
C9JES7	ENSG00000187118	CMC1	Known mitochondrial	fn	PANNZER
C9JIZ6	ENSG00000197746	PSAP	Predicted mitochondrial	fn	PANNZER
C9JJ19	ENSG00000074071	MRPS34	Known mitochondrial	fn	PANNZER
C9JLB7	ENSG00000154814	OXNAD1	Known mitochondrial	fn	PANNZER
C9JM19	ENSG00000170889	RPS9	Predicted mitochondrial	fn	PANNZER
C9JM56	ENSG00000145832	SLC25A48	Known mitochondrial	fn	PANNZER
C9JM75	ENSG00000156990	RPUSD3	Known mitochondrial	fn	PANNZER
C9JNK6	ENSG00000128654	MTX2	Known mitochondrial	fn	PANNZER
C9JNP8	ENSG00000175193	PARL	Known mitochondrial	fn	PANNZER
C9JNU6	ENSG00000181061	HIGD1A	Known mitochondrial	fn	PANNZER
C9JPE1	ENSG00000178537	SLC25A20	Known mitochondrial	fn	PANNZER
C9JQ41	ENSG00000160124	CCDC58	Known mitochondrial	fn	PANNZER
C9JQB1	ENSG00000172113	NME6	Known mitochondrial	fn	PANNZER
C9JQE1	ENSG00000184903	IMMP2L	Known mitochondrial	fn	PANNZER
C9JQS9	ENSG00000114054	PCCB	Known mitochondrial	fn	PANNZER
C9JRM1	ENSG00000067560	RHOA	Predicted mitochondrial	fn	PANNZER
C9JRV4	ENSG00000090266	NDUFB2	Known mitochondrial	fn	PANNZER
C9JRX8	ENSG00000214113	LYRM4	Known mitochondrial	fn	PANNZER
C9JRZ6	ENSG00000106554	CHCHD3	Known mitochondrial	fn	PANNZER
C9JTY4	ENSG00000197150	ABCB8	Known mitochondrial	fn	PANNZER
C9JU26	ENSG00000241468	ATP5J2	Known mitochondrial	fn	PANNZER
C9JU35	ENSG00000113845	TIMMDC1	Known mitochondrial	fn	PANNZER
C9JVN9	ENSG00000087299	L2HGDH	Known mitochondrial	fn	PANNZER
C9JX21	ENSG00000067560	RHOA	Predicted mitochondrial	fn	PANNZER
C9JXJ4	ENSG00000145020	AMT	Known mitochondrial	fn	PANNZER
C9JXM4	ENSG00000090266	NDUFB2	Known mitochondrial	fn	PANNZER
C9JXQ9	ENSG00000065518	NDUFB4	Known mitochondrial	fn	PANNZER
C9JY28	ENSG00000214113	LYRM4	Known mitochondrial	fn	PANNZER
C9JY63	ENSG00000164830	OXR1	Known mitochondrial	fn	PANNZER
C9JYI3	ENSG00000197150	ABCB8	Known mitochondrial	fn	PANNZER
C9JZG7	ENSG00000112651	MRPL2	Known mitochondrial	fn	PANNZER
C9JZW2	ENSG00000112651	MRPL2	Known mitochondrial	fn	PANNZER
D3DNX8	ENSG00000164040	PGRMC2	Predicted mitochondrial	fn	PANNZER
D3DP56	ENSG00000164306	PRIMPOL	Known mitochondrial	fn	PANNZER
D3DQ64	ENSG00000162433	AK4	Known mitochondrial	fn	PANNZER
D3YTC1	ENSG00000132313	MRPL35	Known mitochondrial	fn	PANNZER
D3YTF8	ENSG00000184470	TXNRD2	Known mitochondrial	fn	PANNZER
D4PHA6	ENSG00000175606	TMEM70	Known mitochondrial	fn	PANNZER
D6R8Z6	ENSG00000170502	NUDT9	Known mitochondrial	fn	PANNZER
D6R908	ENSG00000164306	PRIMPOL	Known mitochondrial	fn	PANNZER
D6R909	ENSG00000204628	RACK1	Predicted mitochondrial	fn	PANNZER
D6R916	ENSG00000164258	NDUFS4	Known mitochondrial	fn	PANNZER
D6R941	ENSG00000134056	MRPS36	Known mitochondrial	fn	PANNZER
D6R947	ENSG00000006282	SPATA20	Known mitochondrial	fn	PANNZER
D6R971	ENSG00000164306	PRIMPOL	Known mitochondrial	fn	PANNZER
D6R975	ENSG00000163864	NMNAT3	Known mitochondrial	fn	PANNZER
D6R994	ENSG00000186687	LYRM7	Known mitochondrial	fn	PANNZER
D6R9C3	ENSG00000112695	COX7A2	Known mitochondrial	fn	PANNZER
D6R9H7	ENSG00000159199	ATP5G1	Known mitochondrial	fn	PANNZER
D6R9I9	ENSG00000164163	ABCE1	Predicted mitochondrial	fn	PANNZER
D6R9M5	ENSG00000112855	HARS2	Known mitochondrial	fn	PANNZER
D6R9M6	ENSG00000014824	SLC30A9	Known mitochondrial	fn	PANNZER
D6R9P2	ENSG00000164038	SLC9B2	Known mitochondrial	fn	PANNZER
D6R9R1	ENSG00000131844	MCCC2	Known mitochondrial	fn	PANNZER
D6R9Y0	ENSG00000123213	NLN	Known mitochondrial	fn	PANNZER
D6R9Z3	ENSG00000177646	ACAD9	Known mitochondrial	fn	PANNZER
D6R9Z7	ENSG00000127184	COX7C	Known mitochondrial	fn	PANNZER
D6RA35	ENSG00000112695	COX7A2	Known mitochondrial	fn	PANNZER
D6RA37	ENSG00000104723	TUSC3	Predicted mitochondrial	fn	PANNZER
D6RA56	ENSG00000164182	NDUFAF2	Known mitochondrial	fn	PANNZER
D6RAB6	ENSG00000186314	PRELID2	Predicted mitochondrial	fn	PANNZER
D6RAC2	ENSG00000204628	RACK1	Predicted mitochondrial	fn	PANNZER
D6RAD3	ENSG00000138777	PPA2	Known mitochondrial	fn	PANNZER
D6RAE9	ENSG00000164466	SFXN1	Known mitochondrial	fn	PANNZER
D6RAN8	ENSG00000108826	MRPL27	Known mitochondrial	fn	PANNZER
D6RAR0	ENSG00000175309	PHYKPL	Known mitochondrial	fn	PANNZER
D6RAR2	ENSG00000232859	LYRM9	Predicted mitochondrial	fn	PANNZER
D6RAR6	ENSG00000124279	FASTKD3	Known mitochondrial	fn	PANNZER
D6RAU2	ENSG00000204628	RACK1	Predicted mitochondrial	fn	PANNZER
D6RAV8	ENSG00000145439	CBR4	Known mitochondrial	fn	PANNZER
D6RAW4	ENSG00000132305	IMMT	Known mitochondrial	fn	PANNZER
D6RAW7	ENSG00000163071	SPATA18	Known mitochondrial	fn	PANNZER
D6RAX6	ENSG00000163071	SPATA18	Known mitochondrial	fn	PANNZER
D6RB04	ENSG00000124279	FASTKD3	Known mitochondrial	fn	PANNZER
D6RB25	ENSG00000039560	RAI14	Predicted mitochondrial	fn	PANNZER
D6RB26	ENSG00000114120	SLC25A36	Known mitochondrial	fn	PANNZER
D6RB81	ENSG00000242110	AMACR	Known mitochondrial	fn	PANNZER
D6RBE3	ENSG00000150756	FAM173B	Predicted mitochondrial	fn	PANNZER
D6RBJ0	ENSG00000151806	GUF1	Known mitochondrial	fn	PANNZER
D6RBN5	ENSG00000109180	OCIAD1	Known mitochondrial	fn	PANNZER
D6RBT3	ENSG00000145494	NDUFS6	Known mitochondrial	fn	PANNZER
D6RBV5	ENSG00000186687	LYRM7	Known mitochondrial	fn	PANNZER
D6RBW6	ENSG00000039560	RAI14	Predicted mitochondrial	fn	PANNZER
D6RBX6	ENSG00000143252	SDHC	Known mitochondrial	fn	PANNZER
D6RC47	ENSG00000169230	PRELID1	Known mitochondrial	fn	PANNZER
D6RC55	ENSG00000109180	OCIAD1	Known mitochondrial	fn	PANNZER
D6RC70	ENSG00000006282	SPATA20	Known mitochondrial	fn	PANNZER
D6RCB8	ENSG00000175309	PHYKPL	Known mitochondrial	fn	PANNZER
D6RCD7	ENSG00000113013	HSPA9	Known mitochondrial	fn	PANNZER
D6RCF4	ENSG00000145354	CISD2	Predicted mitochondrial	fn	PANNZER
D6RCF5	ENSG00000114120	SLC25A36	Known mitochondrial	fn	PANNZER
D6RCM2	ENSG00000163319	MRPS18C	Known mitochondrial	fn	PANNZER
D6RCP8	ENSG00000121897	LIAS	Known mitochondrial	fn	PANNZER
D6RD16	ENSG00000127022	CANX	Predicted mitochondrial	fn	PANNZER
D6RD77	ENSG00000145247	OCIAD2	Known mitochondrial	fn	PANNZER
D6RD89	ENSG00000175309	PHYKPL	Known mitochondrial	fn	PANNZER
D6RDF7	ENSG00000131844	MCCC2	Known mitochondrial	fn	PANNZER
D6RDH7	ENSG00000113013	HSPA9	Known mitochondrial	fn	PANNZER
D6RDI0	ENSG00000204628	RACK1	Predicted mitochondrial	fn	PANNZER
D6RDI8	ENSG00000240303	ACAD11	Known mitochondrial	fn	PANNZER
D6RDK9	ENSG00000177646	ACAD9	Known mitochondrial	fn	PANNZER
D6RDL2	ENSG00000039560	RAI14	Predicted mitochondrial	fn	PANNZER
D6RDN5	ENSG00000172955	ADH6	Predicted mitochondrial	fn	PANNZER
D6RDU9	ENSG00000059691	GATB	Known mitochondrial	fn	PANNZER
D6RDV0	ENSG00000104723	TUSC3	Predicted mitochondrial	fn	PANNZER
D6RDV2	ENSG00000101019	UQCC1	Known mitochondrial	fn	PANNZER
D6RE11	ENSG00000108826	MRPL27	Known mitochondrial	fn	PANNZER
D6RE70	ENSG00000163319	MRPS18C	Known mitochondrial	fn	PANNZER
D6REA0	ENSG00000059691	GATB	Known mitochondrial	fn	PANNZER
D6REB7	ENSG00000073578	SDHA	Known mitochondrial	fn	PANNZER
D6REC8	ENSG00000163864	NMNAT3	Known mitochondrial	fn	PANNZER
D6REL2	ENSG00000039560	RAI14	Predicted mitochondrial	fn	PANNZER
D6REM1	ENSG00000113384	GOLPH3	Known mitochondrial	fn	PANNZER
D6REN8	ENSG00000117305	HMGCL	Known mitochondrial	fn	PANNZER
D6REP1	ENSG00000164258	NDUFS4	Known mitochondrial	fn	PANNZER
D6RER0	ENSG00000151726	ACSL1	Known mitochondrial	fn	PANNZER
D6RER6	ENSG00000080819	CPOX	Known mitochondrial	fn	PANNZER
D6REW1	ENSG00000169230	PRELID1	Known mitochondrial	fn	PANNZER
D6RF07	ENSG00000109180	OCIAD1	Known mitochondrial	fn	PANNZER
D6RF15	ENSG00000167107	ACSF2	Known mitochondrial	fn	PANNZER
D6RF23	ENSG00000204628	RACK1	Predicted mitochondrial	fn	PANNZER
D6RF62	ENSG00000128050	PAICS	Known mitochondrial	fn	PANNZER
D6RFH4	ENSG00000103018	CYB5B	Known mitochondrial	fn	PANNZER
D6RFL2	ENSG00000232859	LYRM9	Predicted mitochondrial	fn	PANNZER
D6RFM5	ENSG00000073578	SDHA	Known mitochondrial	fn	PANNZER
D6RFW8	ENSG00000145832	SLC25A48	Known mitochondrial	fn	PANNZER
D6RFY5	ENSG00000102309	PIN4	Known mitochondrial	fn	PANNZER
D6RG07	ENSG00000151726	ACSL1	Known mitochondrial	fn	PANNZER
D6RG29	ENSG00000127022	CANX	Predicted mitochondrial	fn	PANNZER
D6RGF2	ENSG00000145439	CBR4	Known mitochondrial	fn	PANNZER
D6RGG7	ENSG00000151552	QDPR	Known mitochondrial	fn	PANNZER
D6RGG8	ENSG00000163864	NMNAT3	Known mitochondrial	fn	PANNZER
D6RGH7	ENSG00000163864	NMNAT3	Known mitochondrial	fn	PANNZER
D6RGI2	ENSG00000163071	SPATA18	Known mitochondrial	fn	PANNZER
D6RGI6	ENSG00000164284	GRPEL2	Known mitochondrial	fn	PANNZER
D6RGK6	ENSG00000177646	ACAD9	Known mitochondrial	fn	PANNZER
D6RGK8	ENSG00000204628	RACK1	Predicted mitochondrial	fn	PANNZER
D6RGY4	ENSG00000059691	GATB	Known mitochondrial	fn	PANNZER
D6RHH4	ENSG00000204628	RACK1	Predicted mitochondrial	fn	PANNZER
D6RHJ5	ENSG00000204628	RACK1	Predicted mitochondrial	fn	PANNZER
D6RHJ7	ENSG00000151552	QDPR	Known mitochondrial	fn	PANNZER
D6RI09	ENSG00000164258	NDUFS4	Known mitochondrial	fn	PANNZER
D6RIE0	ENSG00000150756	FAM173B	Predicted mitochondrial	fn	PANNZER
D6RIE3	ENSG00000112695	COX7A2	Known mitochondrial	fn	PANNZER
D6RIS5	ENSG00000151611	MMAA	Known mitochondrial	fn	PANNZER
D6RIU6	ENSG00000006282	SPATA20	Known mitochondrial	fn	PANNZER
D6RIV2	ENSG00000109180	OCIAD1	Known mitochondrial	fn	PANNZER
D6RIY7	ENSG00000104723	TUSC3	Predicted mitochondrial	fn	PANNZER
D6RIZ0	ENSG00000049883	PTCD2	Known mitochondrial	fn	PANNZER
D6RJA8	ENSG00000177646	ACAD9	Known mitochondrial	fn	PANNZER
D6RJC7	ENSG00000113048	MRPS27	Known mitochondrial	fn	PANNZER
D6RJF4	ENSG00000145439	CBR4	Known mitochondrial	fn	PANNZER
D6RJH8	ENSG00000049883	PTCD2	Known mitochondrial	fn	PANNZER
D6RJI0	ENSG00000174032	SLC25A30	Known mitochondrial	fn	PANNZER
E1CKY7	ENSG00000077157	PPP1R12B	Predicted mitochondrial	fn	PANNZER
E2QRB3	ENSG00000183010	PYCR1	Known mitochondrial	fn	PANNZER
E2QRG7	ENSG00000173085	COQ2	Known mitochondrial	fn	PANNZER
E5G745	ENSG00000135423	GLS2	Known mitochondrial	fn	PANNZER
E5KLJ5	ENSG00000198836	OPA1	Known mitochondrial	fn	PANNZER
E5KLJ6	ENSG00000198836	OPA1	Known mitochondrial	fn	PANNZER
E5KLJ9	ENSG00000198836	OPA1	Known mitochondrial	fn	PANNZER
E5KLK1	ENSG00000198836	OPA1	Known mitochondrial	fn	PANNZER
E5KP25	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E5RFD1	ENSG00000164830	OXR1	Known mitochondrial	fn	PANNZER
E5RFE9	ENSG00000104765	BNIP3L	Known mitochondrial	fn	PANNZER
E5RFF7	ENSG00000135297	MTO1	Known mitochondrial	fn	PANNZER
E5RFH3	ENSG00000147586	MRPS28	Known mitochondrial	fn	PANNZER
E5RFH7	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	PANNZER
E5RFH8	ENSG00000115944	COX7A2L	Known mitochondrial	fn	PANNZER
E5RFI2	ENSG00000172172	MRPL13	Known mitochondrial	fn	PANNZER
E5RFL1	ENSG00000078668	VDAC3	Known mitochondrial	fn	PANNZER
E5RFL3	ENSG00000164933	SLC25A32	Known mitochondrial	fn	PANNZER
E5RFN2	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	PANNZER
E5RFP6	ENSG00000078668	VDAC3	Known mitochondrial	fn	PANNZER
E5RFT6	ENSG00000120992	LYPLA1	Predicted mitochondrial	fn	PANNZER
E5RFT8	ENSG00000147586	MRPS28	Known mitochondrial	fn	PANNZER
E5RFZ4	ENSG00000147471	PLPBP	Known mitochondrial	fn	PANNZER
E5RFZ6	ENSG00000133943	C14orf159	Known mitochondrial	fn	PANNZER
E5RG01	ENSG00000147679	UTP23	Predicted mitochondrial	fn	PANNZER
E5RG38	ENSG00000083099	LYRM2	Known mitochondrial	fn	PANNZER
E5RG50	ENSG00000132837	DMGDH	Known mitochondrial	fn	PANNZER
E5RGD1	ENSG00000118492	ADGB	Predicted mitochondrial	fn	PANNZER
E5RGI2	ENSG00000104381	GDAP1	Known mitochondrial	fn	PANNZER
E5RGI4	ENSG00000132837	DMGDH	Known mitochondrial	fn	PANNZER
E5RGK5	ENSG00000164933	SLC25A32	Known mitochondrial	fn	PANNZER
E5RGN4	ENSG00000250479	CHCHD10	Known mitochondrial	fn	PANNZER
E5RGN8	ENSG00000133943	C14orf159	Known mitochondrial	fn	PANNZER
E5RGP4	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	PANNZER
E5RGP9	ENSG00000133943	C14orf159	Known mitochondrial	fn	PANNZER
E5RGR2	ENSG00000184428	TOP1MT	Known mitochondrial	fn	PANNZER
E5RGS6	ENSG00000104325	DECR1	Known mitochondrial	fn	PANNZER
E5RGT9	ENSG00000164933	SLC25A32	Known mitochondrial	fn	PANNZER
E5RH03	ENSG00000250479	CHCHD10	Known mitochondrial	fn	PANNZER
E5RH13	ENSG00000147679	UTP23	Predicted mitochondrial	fn	PANNZER
E5RH21	ENSG00000155189	AGPAT5	Known mitochondrial	fn	PANNZER
E5RH51	ENSG00000163866	SMIM12	Predicted mitochondrial	fn	PANNZER
E5RH53	ENSG00000176623	RMDN1	Known mitochondrial	fn	PANNZER
E5RHE1	ENSG00000078668	VDAC3	Known mitochondrial	fn	PANNZER
E5RHG9	ENSG00000156467	UQCRB	Known mitochondrial	fn	PANNZER
E5RHK0	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	PANNZER
E5RHK8	ENSG00000197959	DNM3	Predicted mitochondrial	fn	PANNZER
E5RHM5	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	PANNZER
E5RHP0	ENSG00000239672	NME1	Predicted mitochondrial	fn	PANNZER
E5RHR1	ENSG00000104325	DECR1	Known mitochondrial	fn	PANNZER
E5RIC4	ENSG00000147679	UTP23	Predicted mitochondrial	fn	PANNZER
E5RII1	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	PANNZER
E5RIM0	ENSG00000147679	UTP23	Predicted mitochondrial	fn	PANNZER
E5RIM8	ENSG00000118492	ADGB	Predicted mitochondrial	fn	PANNZER
E5RIN2	ENSG00000197226	TBC1D9B	Predicted mitochondrial	fn	PANNZER
E5RIP8	ENSG00000132541	RIDA	Known mitochondrial	fn	PANNZER
E5RIT7	ENSG00000156467	UQCRB	Known mitochondrial	fn	PANNZER
E5RJ15	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	PANNZER
E5RJ73	ENSG00000113048	MRPS27	Known mitochondrial	fn	PANNZER
E5RJC7	ENSG00000176623	RMDN1	Known mitochondrial	fn	PANNZER
E5RJH3	ENSG00000156482	RPL30	Predicted mitochondrial	fn	PANNZER
E5RJL7	ENSG00000133943	C14orf159	Known mitochondrial	fn	PANNZER
E5RJP3	ENSG00000106346	USP42	Predicted mitochondrial	fn	PANNZER
E5RJV0	ENSG00000176623	RMDN1	Known mitochondrial	fn	PANNZER
E5RJZ1	ENSG00000115944	COX7A2L	Known mitochondrial	fn	PANNZER
E5RK15	ENSG00000132837	DMGDH	Known mitochondrial	fn	PANNZER
E7EMM4	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
E7EN53	ENSG00000167107	ACSF2	Known mitochondrial	fn	PANNZER
E7ENC1	ENSG00000114054	PCCB	Known mitochondrial	fn	PANNZER
E7EPM6	ENSG00000151726	ACSL1	Known mitochondrial	fn	PANNZER
E7EPM7	ENSG00000173085	COQ2	Known mitochondrial	fn	PANNZER
E7EPP8	ENSG00000140459	CYP11A1	Known mitochondrial	fn	PANNZER
E7EPS5	ENSG00000183747	ACSM2A	Known mitochondrial	fn	PANNZER
E7EPT4	ENSG00000178127	NDUFV2	Known mitochondrial	fn	PANNZER
E7EPU7	ENSG00000159199	ATP5G1	Known mitochondrial	fn	PANNZER
E7EPV7	ENSG00000145335	SNCA	Known mitochondrial	fn	PANNZER
E7EPW2	ENSG00000131368	MRPS25	Known mitochondrial	fn	PANNZER
E7EQ97	ENSG00000159199	ATP5G1	Known mitochondrial	fn	PANNZER
E7EQB8	ENSG00000067829	IDH3G	Known mitochondrial	fn	PANNZER
E7EQL6	ENSG00000100033	PRODH	Known mitochondrial	fn	PANNZER
E7EQY1	ENSG00000035141	FAM136A	Known mitochondrial	fn	PANNZER
E7ERA2	ENSG00000174748	RPL15	Predicted mitochondrial	fn	PANNZER
E7ERD7	ENSG00000164398	ACSL6	Predicted mitochondrial	fn	PANNZER
E7ERL0	ENSG00000239672	NME1	Predicted mitochondrial	fn	PANNZER
E7ES64	ENSG00000138101	DTNB	Predicted mitochondrial	fn	PANNZER
E7ES96	ENSG00000080815	PSEN1	Known mitochondrial	fn	PANNZER
E7ESL0	ENSG00000082515	MRPL22	Known mitochondrial	fn	PANNZER
E7ESZ7	ENSG00000130414	NDUFA10	Known mitochondrial	fn	PANNZER
E7ET55	ENSG00000123191	ATP7B	Known mitochondrial	fn	PANNZER
E7ETE0	ENSG00000123600	METTL8	Known mitochondrial	fn	PANNZER
E7ETT1	ENSG00000114054	PCCB	Known mitochondrial	fn	PANNZER
E7ETT4	ENSG00000114054	PCCB	Known mitochondrial	fn	PANNZER
E7ETU7	ENSG00000114686	MRPL3	Known mitochondrial	fn	PANNZER
E7ETY0	ENSG00000167755	KLK6	Known mitochondrial	fn	PANNZER
E7EUF7	ENSG00000068615	REEP1	Known mitochondrial	fn	PANNZER
E7EUN9	ENSG00000167264	DUS2	Predicted mitochondrial	fn	PANNZER
E7EUT5	ENSG00000111640	GAPDH	Predicted mitochondrial	fn	PANNZER
E7EUU8	ENSG00000093010	COMT	Predicted mitochondrial	fn	PANNZER
E7EUY3	ENSG00000114054	PCCB	Known mitochondrial	fn	PANNZER
E7EUY4	ENSG00000137074	APTX	Known mitochondrial	fn	PANNZER
E7EVB6	ENSG00000138101	DTNB	Predicted mitochondrial	fn	PANNZER
E7EVB7	ENSG00000137074	APTX	Known mitochondrial	fn	PANNZER
E7EVK2	ENSG00000148824	MTG1	Known mitochondrial	fn	PANNZER
E7EVV3	ENSG00000163071	SPATA18	Known mitochondrial	fn	PANNZER
E7EVY2	ENSG00000164209	SLC25A46	Known mitochondrial	fn	PANNZER
E7EW93	ENSG00000122085	MTERF4	Known mitochondrial	fn	PANNZER
E7EWP0	ENSG00000136521	NDUFB5	Known mitochondrial	fn	PANNZER
E7EWU0	ENSG00000127948	POR	Predicted mitochondrial	fn	PANNZER
E7EWZ0	ENSG00000147684	NDUFB9	Known mitochondrial	fn	PANNZER
E7EWZ7	ENSG00000176623	RMDN1	Known mitochondrial	fn	PANNZER
E7EX18	ENSG00000115204	MPV17	Known mitochondrial	fn	PANNZER
E7EX59	ENSG00000114054	PCCB	Known mitochondrial	fn	PANNZER
E9PAR0	ENSG00000134285	FKBP11	Predicted mitochondrial	fn	PANNZER
E9PB90	ENSG00000159399	HK2	Predicted mitochondrial	fn	PANNZER
E9PBK7	ENSG00000102882	MAPK3	Predicted mitochondrial	fn	PANNZER
E9PBM9	ENSG00000188611	ASAH2	Known mitochondrial	fn	PANNZER
E9PBU1	ENSG00000028116	VRK2	Known mitochondrial	fn	PANNZER
E9PC15	ENSG00000006530	AGK	Known mitochondrial	fn	PANNZER
E9PC85	ENSG00000188906	LRRK2	Known mitochondrial	fn	PANNZER
E9PCB6	ENSG00000123213	NLN	Known mitochondrial	fn	PANNZER
E9PCX2	ENSG00000085662	AKR1B1	Predicted mitochondrial	fn	PANNZER
E9PDD6	ENSG00000099968	BCL2L13	Predicted mitochondrial	fn	PANNZER
E9PDJ4	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	PANNZER
E9PDR0	ENSG00000114054	PCCB	Known mitochondrial	fn	PANNZER
E9PDW2	ENSG00000083720	OXCT1	Known mitochondrial	fn	PANNZER
E9PE63	ENSG00000164038	SLC9B2	Known mitochondrial	fn	PANNZER
E9PE95	ENSG00000186281	GPAT2	Known mitochondrial	fn	PANNZER
E9PEC3	ENSG00000114054	PCCB	Known mitochondrial	fn	PANNZER
E9PEF1	ENSG00000186642	PDE2A	Known mitochondrial	fn	PANNZER
E9PEF9	ENSG00000085662	AKR1B1	Predicted mitochondrial	fn	PANNZER
E9PEJ4	ENSG00000150768	DLAT	Known mitochondrial	fn	PANNZER
E9PEY4	ENSG00000138101	DTNB	Predicted mitochondrial	fn	PANNZER
E9PF16	ENSG00000167107	ACSF2	Known mitochondrial	fn	PANNZER
E9PF49	ENSG00000147684	NDUFB9	Known mitochondrial	fn	PANNZER
E9PFG7	ENSG00000105953	OGDH	Known mitochondrial	fn	PANNZER
E9PG39	ENSG00000006530	AGK	Known mitochondrial	fn	PANNZER
E9PGN6	ENSG00000122687	MRM2	Known mitochondrial	fn	PANNZER
E9PGQ0	ENSG00000160785	SLC25A44	Known mitochondrial	fn	PANNZER
E9PH05	ENSG00000114023	FAM162A	Known mitochondrial	fn	PANNZER
E9PH64	ENSG00000147684	NDUFB9	Known mitochondrial	fn	PANNZER
E9PHF7	ENSG00000078070	MCCC1	Known mitochondrial	fn	PANNZER
E9PHM2	ENSG00000011376	LARS2	Known mitochondrial	fn	PANNZER
E9PHR8	ENSG00000135297	MTO1	Known mitochondrial	fn	PANNZER
E9PHZ4	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	PANNZER
E9PI11	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E9PI54	ENSG00000051180	RAD51	Known mitochondrial	fn	PANNZER
E9PI66	ENSG00000108384	RAD51C	Known mitochondrial	fn	PANNZER
E9PI68	ENSG00000118363	SPCS2	Predicted mitochondrial	fn	PANNZER
E9PI78	ENSG00000149792	MRPL49	Known mitochondrial	fn	PANNZER
E9PI90	ENSG00000171202	TMEM126A	Known mitochondrial	fn	PANNZER
E9PI95	ENSG00000086991	NOX4	Known mitochondrial	fn	PANNZER
