Protein	Gene.ID	Gene	Status	Guess	Alg
D6RAW4	ENSG00000132305	IMMT	Known mitochondrial	fn	FRENKI
D6RAW7	ENSG00000163071	SPATA18	Known mitochondrial	fn	FRENKI
D6RAX6	ENSG00000163071	SPATA18	Known mitochondrial	fn	FRENKI
D6RB04	ENSG00000124279	FASTKD3	Known mitochondrial	fn	FRENKI
D6RB25	ENSG00000039560	RAI14	Predicted mitochondrial	fn	FRENKI
D6RB26	ENSG00000114120	SLC25A36	Known mitochondrial	fn	FRENKI
D6RB81	ENSG00000242110	AMACR	Known mitochondrial	fn	FRENKI
D6RBE3	ENSG00000150756	FAM173B	Predicted mitochondrial	fn	FRENKI
D6RBJ0	ENSG00000151806	GUF1	Known mitochondrial	fn	FRENKI
D6RBN5	ENSG00000109180	OCIAD1	Known mitochondrial	fn	FRENKI
D6RBT3	ENSG00000145494	NDUFS6	Known mitochondrial	fn	FRENKI
D6RBV5	ENSG00000186687	LYRM7	Known mitochondrial	fn	FRENKI
D6RBW6	ENSG00000039560	RAI14	Predicted mitochondrial	fn	FRENKI
D6RBX6	ENSG00000143252	SDHC	Known mitochondrial	fn	FRENKI
D6RC47	ENSG00000169230	PRELID1	Known mitochondrial	fn	FRENKI
D6RC55	ENSG00000109180	OCIAD1	Known mitochondrial	fn	FRENKI
D6RC70	ENSG00000006282	SPATA20	Known mitochondrial	fn	FRENKI
D6RCB8	ENSG00000175309	PHYKPL	Known mitochondrial	fn	FRENKI
D6RCD7	ENSG00000113013	HSPA9	Known mitochondrial	fn	FRENKI
D6RCF4	ENSG00000145354	CISD2	Predicted mitochondrial	fn	FRENKI
D6RCF5	ENSG00000114120	SLC25A36	Known mitochondrial	fn	FRENKI
D6RCM2	ENSG00000163319	MRPS18C	Known mitochondrial	fn	FRENKI
D6RCP8	ENSG00000121897	LIAS	Known mitochondrial	fn	FRENKI
D6RD16	ENSG00000127022	CANX	Predicted mitochondrial	fn	FRENKI
D6RD77	ENSG00000145247	OCIAD2	Known mitochondrial	fn	FRENKI
D6RD89	ENSG00000175309	PHYKPL	Known mitochondrial	fn	FRENKI
D6RDF7	ENSG00000131844	MCCC2	Known mitochondrial	fn	FRENKI
D6RDH7	ENSG00000113013	HSPA9	Known mitochondrial	fn	FRENKI
D6RDI0	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
D6RDI8	ENSG00000240303	ACAD11	Known mitochondrial	fn	FRENKI
D6RDK9	ENSG00000177646	ACAD9	Known mitochondrial	fn	FRENKI
D6RDL2	ENSG00000039560	RAI14	Predicted mitochondrial	fn	FRENKI
D6RDN5	ENSG00000172955	ADH6	Predicted mitochondrial	fn	FRENKI
D6RDU9	ENSG00000059691	GATB	Known mitochondrial	fn	FRENKI
D6RDV0	ENSG00000104723	TUSC3	Predicted mitochondrial	fn	FRENKI
D6RDV2	ENSG00000101019	UQCC1	Known mitochondrial	fn	FRENKI
D6RE11	ENSG00000108826	MRPL27	Known mitochondrial	fn	FRENKI
D6RE70	ENSG00000163319	MRPS18C	Known mitochondrial	fn	FRENKI
D6REA0	ENSG00000059691	GATB	Known mitochondrial	fn	FRENKI
D6REB7	ENSG00000073578	SDHA	Known mitochondrial	fn	FRENKI
D6REC8	ENSG00000163864	NMNAT3	Known mitochondrial	fn	FRENKI
D6REL2	ENSG00000039560	RAI14	Predicted mitochondrial	fn	FRENKI
D6REM1	ENSG00000113384	GOLPH3	Known mitochondrial	fn	FRENKI
D6REN8	ENSG00000117305	HMGCL	Known mitochondrial	fn	FRENKI
D6REP1	ENSG00000164258	NDUFS4	Known mitochondrial	fn	FRENKI
D6RER0	ENSG00000151726	ACSL1	Known mitochondrial	fn	FRENKI
D6RER6	ENSG00000080819	CPOX	Known mitochondrial	fn	FRENKI
D6REW1	ENSG00000169230	PRELID1	Known mitochondrial	fn	FRENKI
D6RF07	ENSG00000109180	OCIAD1	Known mitochondrial	fn	FRENKI
D6RF15	ENSG00000167107	ACSF2	Known mitochondrial	fn	FRENKI
D6RF23	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
D6RF62	ENSG00000128050	PAICS	Known mitochondrial	fn	FRENKI
D6RFH4	ENSG00000103018	CYB5B	Known mitochondrial	fn	FRENKI
D6RFL2	ENSG00000232859	LYRM9	Predicted mitochondrial	fn	FRENKI
D6RFM5	ENSG00000073578	SDHA	Known mitochondrial	fn	FRENKI
D6RFW8	ENSG00000145832	SLC25A48	Known mitochondrial	fn	FRENKI
D6RFY5	ENSG00000102309	PIN4	Known mitochondrial	fn	FRENKI
D6RG07	ENSG00000151726	ACSL1	Known mitochondrial	fn	FRENKI
D6RG29	ENSG00000127022	CANX	Predicted mitochondrial	fn	FRENKI
D6RGF2	ENSG00000145439	CBR4	Known mitochondrial	fn	FRENKI
D6RGG7	ENSG00000151552	QDPR	Known mitochondrial	fn	FRENKI
D6RGG8	ENSG00000163864	NMNAT3	Known mitochondrial	fn	FRENKI
D6RGH7	ENSG00000163864	NMNAT3	Known mitochondrial	fn	FRENKI
D6RGI2	ENSG00000163071	SPATA18	Known mitochondrial	fn	FRENKI
D6RGI6	ENSG00000164284	GRPEL2	Known mitochondrial	fn	FRENKI
D6RGK6	ENSG00000177646	ACAD9	Known mitochondrial	fn	FRENKI
D6RGK8	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
D6RGY4	ENSG00000059691	GATB	Known mitochondrial	fn	FRENKI
D6RHH4	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
D6RHJ5	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
D6RHJ7	ENSG00000151552	QDPR	Known mitochondrial	fn	FRENKI
D6RI09	ENSG00000164258	NDUFS4	Known mitochondrial	fn	FRENKI
D6RIE0	ENSG00000150756	FAM173B	Predicted mitochondrial	fn	FRENKI
D6RIE3	ENSG00000112695	COX7A2	Known mitochondrial	fn	FRENKI
D6RIS5	ENSG00000151611	MMAA	Known mitochondrial	fn	FRENKI
D6RIU6	ENSG00000006282	SPATA20	Known mitochondrial	fn	FRENKI
D6RIV2	ENSG00000109180	OCIAD1	Known mitochondrial	fn	FRENKI
D6RIY7	ENSG00000104723	TUSC3	Predicted mitochondrial	fn	FRENKI
D6RIZ0	ENSG00000049883	PTCD2	Known mitochondrial	fn	FRENKI
D6RJA8	ENSG00000177646	ACAD9	Known mitochondrial	fn	FRENKI
D6RJC7	ENSG00000113048	MRPS27	Known mitochondrial	fn	FRENKI
D6RJF4	ENSG00000145439	CBR4	Known mitochondrial	fn	FRENKI
D6RJH8	ENSG00000049883	PTCD2	Known mitochondrial	fn	FRENKI
D6RJI0	ENSG00000174032	SLC25A30	Known mitochondrial	fn	FRENKI
E1CKY7	ENSG00000077157	PPP1R12B	Predicted mitochondrial	fn	FRENKI
E2QRB3	ENSG00000183010	PYCR1	Known mitochondrial	fn	FRENKI
E2QRG7	ENSG00000173085	COQ2	Known mitochondrial	fn	FRENKI
E5G745	ENSG00000135423	GLS2	Known mitochondrial	fn	FRENKI
E5KLJ5	ENSG00000198836	OPA1	Known mitochondrial	fn	FRENKI
E5KLJ6	ENSG00000198836	OPA1	Known mitochondrial	fn	FRENKI
E5KLJ9	ENSG00000198836	OPA1	Known mitochondrial	fn	FRENKI
E5KLK1	ENSG00000198836	OPA1	Known mitochondrial	fn	FRENKI
E5KP25	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E5RFD1	ENSG00000164830	OXR1	Known mitochondrial	fn	FRENKI
E5RFE9	ENSG00000104765	BNIP3L	Known mitochondrial	fn	FRENKI
E5RFF7	ENSG00000135297	MTO1	Known mitochondrial	fn	FRENKI
E5RFH3	ENSG00000147586	MRPS28	Known mitochondrial	fn	FRENKI
E5RFH7	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	FRENKI
E5RFH8	ENSG00000115944	COX7A2L	Known mitochondrial	fn	FRENKI
E5RFI2	ENSG00000172172	MRPL13	Known mitochondrial	fn	FRENKI
E5RFL1	ENSG00000078668	VDAC3	Known mitochondrial	fn	FRENKI
E5RFL3	ENSG00000164933	SLC25A32	Known mitochondrial	fn	FRENKI
E5RFN2	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	FRENKI
E5RFP6	ENSG00000078668	VDAC3	Known mitochondrial	fn	FRENKI
E5RFT6	ENSG00000120992	LYPLA1	Predicted mitochondrial	fn	FRENKI
E5RFT8	ENSG00000147586	MRPS28	Known mitochondrial	fn	FRENKI
E5RFZ4	ENSG00000147471	PLPBP	Known mitochondrial	fn	FRENKI
E5RFZ6	ENSG00000133943	C14orf159	Known mitochondrial	fn	FRENKI
E5RG01	ENSG00000147679	UTP23	Predicted mitochondrial	fn	FRENKI
E5RG38	ENSG00000083099	LYRM2	Known mitochondrial	fn	FRENKI
E5RG50	ENSG00000132837	DMGDH	Known mitochondrial	fn	FRENKI
E5RGD1	ENSG00000118492	ADGB	Predicted mitochondrial	fn	FRENKI
E5RGI2	ENSG00000104381	GDAP1	Known mitochondrial	fn	FRENKI
E5RGI4	ENSG00000132837	DMGDH	Known mitochondrial	fn	FRENKI
E5RGK5	ENSG00000164933	SLC25A32	Known mitochondrial	fn	FRENKI
E5RGN4	ENSG00000250479	CHCHD10	Known mitochondrial	fn	FRENKI
E5RGN8	ENSG00000133943	C14orf159	Known mitochondrial	fn	FRENKI
E5RGP4	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	FRENKI
E5RGP9	ENSG00000133943	C14orf159	Known mitochondrial	fn	FRENKI
E5RGR2	ENSG00000184428	TOP1MT	Known mitochondrial	fn	FRENKI
E5RGS6	ENSG00000104325	DECR1	Known mitochondrial	fn	FRENKI
E5RGT9	ENSG00000164933	SLC25A32	Known mitochondrial	fn	FRENKI
E5RH03	ENSG00000250479	CHCHD10	Known mitochondrial	fn	FRENKI
E5RH13	ENSG00000147679	UTP23	Predicted mitochondrial	fn	FRENKI
E5RH21	ENSG00000155189	AGPAT5	Known mitochondrial	fn	FRENKI
E5RH51	ENSG00000163866	SMIM12	Predicted mitochondrial	fn	FRENKI
E5RH53	ENSG00000176623	RMDN1	Known mitochondrial	fn	FRENKI
E5RH77	ENSG00000164587	RPS14	Predicted mitochondrial	fn	FRENKI
E5RH91	ENSG00000250317	SMIM20	Predicted mitochondrial	fn	FRENKI
E5RHE1	ENSG00000078668	VDAC3	Known mitochondrial	fn	FRENKI
E5RHG9	ENSG00000156467	UQCRB	Known mitochondrial	fn	FRENKI
E5RHK0	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	FRENKI
E5RHK8	ENSG00000197959	DNM3	Predicted mitochondrial	fn	FRENKI
E5RHM5	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	FRENKI
E5RHP0	ENSG00000239672	NME1	Predicted mitochondrial	fn	FRENKI
E5RHR1	ENSG00000104325	DECR1	Known mitochondrial	fn	FRENKI
E5RHU2	ENSG00000049883	PTCD2	Known mitochondrial	fn	FRENKI
E5RI05	ENSG00000197043	ANXA6	Predicted mitochondrial	fn	FRENKI
E5RIA9	ENSG00000175806	MSRA	Known mitochondrial	fn	FRENKI
E5RIB6	ENSG00000066855	MTFR1	Known mitochondrial	fn	FRENKI
E5RIC4	ENSG00000147679	UTP23	Predicted mitochondrial	fn	FRENKI
E5RID6	ENSG00000104325	DECR1	Known mitochondrial	fn	FRENKI
E5RII1	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	FRENKI
E5RIK9	ENSG00000156469	MTERF3	Known mitochondrial	fn	FRENKI
E5RIM0	ENSG00000147679	UTP23	Predicted mitochondrial	fn	FRENKI
E5RIM8	ENSG00000118492	ADGB	Predicted mitochondrial	fn	FRENKI
E5RIN2	ENSG00000197226	TBC1D9B	Predicted mitochondrial	fn	FRENKI
E5RIP8	ENSG00000132541	RIDA	Known mitochondrial	fn	FRENKI
E5RIQ8	ENSG00000113272	THG1L	Known mitochondrial	fn	FRENKI
E5RIT7	ENSG00000156467	UQCRB	Known mitochondrial	fn	FRENKI
E5RIU8	ENSG00000197043	ANXA6	Predicted mitochondrial	fn	FRENKI
E5RIY4	ENSG00000156469	MTERF3	Known mitochondrial	fn	FRENKI
E5RJ15	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	FRENKI
E5RJ73	ENSG00000113048	MRPS27	Known mitochondrial	fn	FRENKI
E5RJC7	ENSG00000176623	RMDN1	Known mitochondrial	fn	FRENKI
E5RJH3	ENSG00000156482	RPL30	Predicted mitochondrial	fn	FRENKI
E5RJK7	ENSG00000083099	LYRM2	Known mitochondrial	fn	FRENKI
E5RJL7	ENSG00000133943	C14orf159	Known mitochondrial	fn	FRENKI
E5RJN4	ENSG00000165046	LETM2	Known mitochondrial	fn	FRENKI
E5RJP3	ENSG00000106346	USP42	Predicted mitochondrial	fn	FRENKI
E5RJV0	ENSG00000176623	RMDN1	Known mitochondrial	fn	FRENKI
E5RJZ1	ENSG00000115944	COX7A2L	Known mitochondrial	fn	FRENKI
E5RK15	ENSG00000132837	DMGDH	Known mitochondrial	fn	FRENKI
E5RK40	ENSG00000165046	LETM2	Known mitochondrial	fn	FRENKI
E5RK69	ENSG00000197043	ANXA6	Predicted mitochondrial	fn	FRENKI
E7EMC6	ENSG00000197043	ANXA6	Predicted mitochondrial	fn	FRENKI
E7EMD0	ENSG00000127948	POR	Predicted mitochondrial	fn	FRENKI
E7EMD6	ENSG00000108599	AKAP10	Known mitochondrial	fn	FRENKI
E7EMM4	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	FRENKI
E7EMT5	ENSG00000140465	CYP1A1	Known mitochondrial	fn	FRENKI
E7EN53	ENSG00000167107	ACSF2	Known mitochondrial	fn	FRENKI
E7ENC1	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
E7EPM6	ENSG00000151726	ACSL1	Known mitochondrial	fn	FRENKI
E7EPM7	ENSG00000173085	COQ2	Known mitochondrial	fn	FRENKI
E7EPP8	ENSG00000140459	CYP11A1	Known mitochondrial	fn	FRENKI
E7EPS5	ENSG00000183747	ACSM2A	Known mitochondrial	fn	FRENKI
E7EPT4	ENSG00000178127	NDUFV2	Known mitochondrial	fn	FRENKI
E7EPU7	ENSG00000159199	ATP5G1	Known mitochondrial	fn	FRENKI
E7EPV7	ENSG00000145335	SNCA	Known mitochondrial	fn	FRENKI
E7EPW2	ENSG00000131368	MRPS25	Known mitochondrial	fn	FRENKI
E7EQ97	ENSG00000159199	ATP5G1	Known mitochondrial	fn	FRENKI
E7EQB8	ENSG00000067829	IDH3G	Known mitochondrial	fn	FRENKI
E7EQL6	ENSG00000100033	PRODH	Known mitochondrial	fn	FRENKI
E7EQY1	ENSG00000035141	FAM136A	Known mitochondrial	fn	FRENKI
E7ERA2	ENSG00000174748	RPL15	Predicted mitochondrial	fn	FRENKI
E7ERD7	ENSG00000164398	ACSL6	Predicted mitochondrial	fn	FRENKI
E7ERL0	ENSG00000239672	NME1	Predicted mitochondrial	fn	FRENKI
E7ES64	ENSG00000138101	DTNB	Predicted mitochondrial	fn	FRENKI
E7ES96	ENSG00000080815	PSEN1	Known mitochondrial	fn	FRENKI
E7ESL0	ENSG00000082515	MRPL22	Known mitochondrial	fn	FRENKI
E7ESZ7	ENSG00000130414	NDUFA10	Known mitochondrial	fn	FRENKI
E7ET55	ENSG00000123191	ATP7B	Known mitochondrial	fn	FRENKI
E7ETE0	ENSG00000123600	METTL8	Known mitochondrial	fn	FRENKI
E7ETT1	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
E7ETT4	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
E7ETU7	ENSG00000114686	MRPL3	Known mitochondrial	fn	FRENKI
E7ETY0	ENSG00000167755	KLK6	Known mitochondrial	fn	FRENKI
E7EUF7	ENSG00000068615	REEP1	Known mitochondrial	fn	FRENKI
E7EUN9	ENSG00000167264	DUS2	Predicted mitochondrial	fn	FRENKI
E7EUT5	ENSG00000111640	GAPDH	Predicted mitochondrial	fn	FRENKI
E7EUU8	ENSG00000093010	COMT	Predicted mitochondrial	fn	FRENKI
E7EUY3	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
E7EUY4	ENSG00000137074	APTX	Known mitochondrial	fn	FRENKI
E7EVB6	ENSG00000138101	DTNB	Predicted mitochondrial	fn	FRENKI
E7EVB7	ENSG00000137074	APTX	Known mitochondrial	fn	FRENKI
E7EVK2	ENSG00000148824	MTG1	Known mitochondrial	fn	FRENKI
E7EVV3	ENSG00000163071	SPATA18	Known mitochondrial	fn	FRENKI
E7EVY0	ENSG00000155463	OXA1L	Known mitochondrial	fn	FRENKI
E7EVY2	ENSG00000164209	SLC25A46	Known mitochondrial	fn	FRENKI
E7EW93	ENSG00000122085	MTERF4	Known mitochondrial	fn	FRENKI
E7EWH9	ENSG00000036448	MYOM2	Predicted mitochondrial	fn	FRENKI
E7EWI1	ENSG00000135297	MTO1	Known mitochondrial	fn	FRENKI
E7EWK1	ENSG00000184470	TXNRD2	Known mitochondrial	fn	FRENKI
E7EWP0	ENSG00000136521	NDUFB5	Known mitochondrial	fn	FRENKI
E7EWU0	ENSG00000127948	POR	Predicted mitochondrial	fn	FRENKI
E7EWX0	ENSG00000135297	MTO1	Known mitochondrial	fn	FRENKI
E7EWZ0	ENSG00000147684	NDUFB9	Known mitochondrial	fn	FRENKI
E7EWZ7	ENSG00000176623	RMDN1	Known mitochondrial	fn	FRENKI
E7EX18	ENSG00000115204	MPV17	Known mitochondrial	fn	FRENKI
E7EX59	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
E9PAR0	ENSG00000134285	FKBP11	Predicted mitochondrial	fn	FRENKI
E9PB90	ENSG00000159399	HK2	Predicted mitochondrial	fn	FRENKI
E9PBI2	ENSG00000171132	PRKCE	Known mitochondrial	fn	FRENKI
E9PBK7	ENSG00000102882	MAPK3	Predicted mitochondrial	fn	FRENKI
E9PBM9	ENSG00000188611	ASAH2	Known mitochondrial	fn	FRENKI
E9PBU1	ENSG00000028116	VRK2	Known mitochondrial	fn	FRENKI
E9PBZ9	ENSG00000170917	NUDT6	Known mitochondrial	fn	FRENKI
E9PC15	ENSG00000006530	AGK	Known mitochondrial	fn	FRENKI
E9PC85	ENSG00000188906	LRRK2	Known mitochondrial	fn	FRENKI
E9PCB6	ENSG00000123213	NLN	Known mitochondrial	fn	FRENKI
E9PCG9	ENSG00000161267	BDH1	Known mitochondrial	fn	FRENKI
E9PCR7	ENSG00000105953	OGDH	Known mitochondrial	fn	FRENKI
E9PCX2	ENSG00000085662	AKR1B1	Predicted mitochondrial	fn	FRENKI
E9PCX7	ENSG00000112992	NNT	Known mitochondrial	fn	FRENKI
E9PD14	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
E9PDD6	ENSG00000099968	BCL2L13	Predicted mitochondrial	fn	FRENKI
E9PDF2	ENSG00000105953	OGDH	Known mitochondrial	fn	FRENKI
E9PDG3	ENSG00000167716	WDR81	Known mitochondrial	fn	FRENKI
E9PDJ4	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	FRENKI
E9PDK4	ENSG00000115159	GPD2	Known mitochondrial	fn	FRENKI
E9PDQ8	ENSG00000172340	SUCLG2	Known mitochondrial	fn	FRENKI
E9PDR0	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
E9PDW2	ENSG00000083720	OXCT1	Known mitochondrial	fn	FRENKI
E9PE63	ENSG00000164038	SLC9B2	Known mitochondrial	fn	FRENKI
E9PE82	ENSG00000122971	ACADS	Known mitochondrial	fn	FRENKI
E9PE95	ENSG00000186281	GPAT2	Known mitochondrial	fn	FRENKI
E9PEC3	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
E9PEF1	ENSG00000186642	PDE2A	Known mitochondrial	fn	FRENKI
E9PEF9	ENSG00000085662	AKR1B1	Predicted mitochondrial	fn	FRENKI
E9PEJ4	ENSG00000150768	DLAT	Known mitochondrial	fn	FRENKI
E9PEX6	ENSG00000091140	DLD	Known mitochondrial	fn	FRENKI
E9PEY4	ENSG00000138101	DTNB	Predicted mitochondrial	fn	FRENKI
E9PF16	ENSG00000167107	ACSF2	Known mitochondrial	fn	FRENKI
E9PF18	ENSG00000138796	HADH	Known mitochondrial	fn	FRENKI
E9PF46	ENSG00000170634	ACYP2	Predicted mitochondrial	fn	FRENKI
E9PF49	ENSG00000147684	NDUFB9	Known mitochondrial	fn	FRENKI
E9PFG7	ENSG00000105953	OGDH	Known mitochondrial	fn	FRENKI
E9PFN5	ENSG00000197448	GSTK1	Known mitochondrial	fn	FRENKI
E9PFW3	ENSG00000161203	AP2M1	Predicted mitochondrial	fn	FRENKI
E9PG39	ENSG00000006530	AGK	Known mitochondrial	fn	FRENKI
E9PGN6	ENSG00000122687	MRM2	Known mitochondrial	fn	FRENKI
E9PGQ0	ENSG00000160785	SLC25A44	Known mitochondrial	fn	FRENKI
E9PH05	ENSG00000114023	FAM162A	Known mitochondrial	fn	FRENKI
E9PH64	ENSG00000147684	NDUFB9	Known mitochondrial	fn	FRENKI
E9PHF7	ENSG00000078070	MCCC1	Known mitochondrial	fn	FRENKI
E9PHM2	ENSG00000011376	LARS2	Known mitochondrial	fn	FRENKI
E9PHR8	ENSG00000135297	MTO1	Known mitochondrial	fn	FRENKI
E9PHZ4	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	FRENKI
E9PI11	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E9PI54	ENSG00000051180	RAD51	Known mitochondrial	fn	FRENKI
E9PI66	ENSG00000108384	RAD51C	Known mitochondrial	fn	FRENKI
E9PI68	ENSG00000118363	SPCS2	Predicted mitochondrial	fn	FRENKI
E9PI78	ENSG00000149792	MRPL49	Known mitochondrial	fn	FRENKI
E9PI90	ENSG00000171202	TMEM126A	Known mitochondrial	fn	FRENKI
E9PI95	ENSG00000086991	NOX4	Known mitochondrial	fn	FRENKI
E9PIC2	ENSG00000136874	STX17	Known mitochondrial	fn	FRENKI
E9PIF9	ENSG00000117640	MTFR1L	Known mitochondrial	fn	FRENKI
E9PIH8	ENSG00000171202	TMEM126A	Known mitochondrial	fn	FRENKI
E9PIQ7	ENSG00000143575	HAX1	Known mitochondrial	fn	FRENKI
E9PIR3	ENSG00000150779	TIMM8B	Known mitochondrial	fn	FRENKI
E9PIS4	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	FRENKI
E9PIT6	ENSG00000142082	SIRT3	Known mitochondrial	fn	FRENKI
E9PIU8	ENSG00000093144	ECHDC1	Known mitochondrial	fn	FRENKI
E9PIW5	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E9PIX8	ENSG00000117054	ACADM	Known mitochondrial	fn	FRENKI
E9PIZ8	ENSG00000166136	NDUFB8	Known mitochondrial	fn	FRENKI
E9PJ15	ENSG00000162241	SLC25A45	Known mitochondrial	fn	FRENKI
E9PJ20	ENSG00000173137	ADCK5	Predicted mitochondrial	fn	FRENKI
E9PJ30	ENSG00000051180	RAD51	Known mitochondrial	fn	FRENKI
E9PJ70	ENSG00000175806	MSRA	Known mitochondrial	fn	FRENKI
E9PJE7	ENSG00000213619	NDUFS3	Known mitochondrial	fn	FRENKI
E9PJF0	ENSG00000102882	MAPK3	Predicted mitochondrial	fn	FRENKI
E9PJH4	ENSG00000149273	RPS3	Known mitochondrial	fn	FRENKI
E9PJM0	ENSG00000150787	PTS	Predicted mitochondrial	fn	FRENKI
E9PJM9	ENSG00000117054	ACADM	Known mitochondrial	fn	FRENKI
E9PJN0	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	FRENKI
E9PJP7	ENSG00000117640	MTFR1L	Known mitochondrial	fn	FRENKI
E9PJQ3	ENSG00000162241	SLC25A45	Known mitochondrial	fn	FRENKI
E9PJQ6	ENSG00000171204	TMEM126B	Known mitochondrial	fn	FRENKI
E9PJS6	ENSG00000142082	SIRT3	Known mitochondrial	fn	FRENKI
E9PJV6	ENSG00000136874	STX17	Known mitochondrial	fn	FRENKI
E9PJW1	ENSG00000136874	STX17	Known mitochondrial	fn	FRENKI
E9PJW2	ENSG00000162241	SLC25A45	Known mitochondrial	fn	FRENKI
E9PJW6	ENSG00000172500	FIBP	Known mitochondrial	fn	FRENKI
E9PJY0	ENSG00000177542	SLC25A22	Known mitochondrial	fn	FRENKI
E9PJY7	ENSG00000110717	NDUFS8	Known mitochondrial	fn	FRENKI
E9PK03	ENSG00000173992	CCS	Known mitochondrial	fn	FRENKI
E9PK39	ENSG00000154237	LRRK1	Predicted mitochondrial	fn	FRENKI
E9PK45	ENSG00000167996	FTH1	Predicted mitochondrial	fn	FRENKI
E9PK73	ENSG00000204370	SDHD	Known mitochondrial	fn	FRENKI
E9PK80	ENSG00000142082	SIRT3	Known mitochondrial	fn	FRENKI
E9PKC7	ENSG00000150768	DLAT	Known mitochondrial	fn	FRENKI
E9PKE3	ENSG00000109971	HSPA8	Predicted mitochondrial	fn	FRENKI
E9PKG6	ENSG00000070081	NUCB2	Known mitochondrial	fn	FRENKI
E9PKI5	ENSG00000122203	KIAA1191	Predicted mitochondrial	fn	FRENKI
E9PKM5	ENSG00000167996	FTH1	Predicted mitochondrial	fn	FRENKI
E9PKM9	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E9PKP9	ENSG00000151498	ACAD8	Known mitochondrial	fn	FRENKI
E9PKQ5	ENSG00000137500	CCDC90B	Known mitochondrial	fn	FRENKI
E9PKY8	ENSG00000150787	PTS	Predicted mitochondrial	fn	FRENKI
E9PKZ7	ENSG00000171204	TMEM126B	Known mitochondrial	fn	FRENKI
E9PKZ9	ENSG00000171204	TMEM126B	Known mitochondrial	fn	FRENKI
E9PL01	ENSG00000118363	SPCS2	Predicted mitochondrial	fn	FRENKI
E9PL09	ENSG00000149273	RPS3	Known mitochondrial	fn	FRENKI
E9PL81	ENSG00000101166	PRELID3B	Predicted mitochondrial	fn	FRENKI
E9PLD1	ENSG00000116171	SCP2	Known mitochondrial	fn	FRENKI
E9PLD2	ENSG00000117640	MTFR1L	Known mitochondrial	fn	FRENKI
E9PLF3	ENSG00000173137	ADCK5	Predicted mitochondrial	fn	FRENKI
E9PLJ7	ENSG00000159445	THEM4	Known mitochondrial	fn	FRENKI
E9PLN7	ENSG00000117054	ACADM	Known mitochondrial	fn	FRENKI
E9PLR1	ENSG00000213593	TMX2	Predicted mitochondrial	fn	FRENKI
E9PLS3	ENSG00000151498	ACAD8	Known mitochondrial	fn	FRENKI
E9PLT4	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E9PLW2	ENSG00000164830	OXR1	Known mitochondrial	fn	FRENKI
E9PM14	ENSG00000151366	NDUFC2	Known mitochondrial	fn	FRENKI
E9PM53	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E9PM75	ENSG00000142082	SIRT3	Known mitochondrial	fn	FRENKI
E9PMA0	ENSG00000156709	AIFM1	Known mitochondrial	fn	FRENKI
E9PMA4	ENSG00000165046	LETM2	Known mitochondrial	fn	FRENKI
E9PMC4	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	FRENKI
E9PMC5	ENSG00000110719	TCIRG1	Predicted mitochondrial	fn	FRENKI
E9PME9	ENSG00000166340	TPP1	Predicted mitochondrial	fn	FRENKI
E9PMF0	ENSG00000162241	SLC25A45	Known mitochondrial	fn	FRENKI
E9PMH1	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E9PMK9	ENSG00000154237	LRRK1	Predicted mitochondrial	fn	FRENKI
E9PML5	ENSG00000110717	NDUFS8	Known mitochondrial	fn	FRENKI
E9PMQ7	ENSG00000137500	CCDC90B	Known mitochondrial	fn	FRENKI
