"Gen"	"UniProt"
"ENSG00000106554"	"C9JRZ6"
"ENSG00000106554"	"F8WAR4"
"ENSG00000106554"	"Q9NX63"
"ENSG00000106591"	"B3KQX1"
"ENSG00000106591"	"H7BZU9"
"ENSG00000106591"	"Q9BYC8"
"ENSG00000106603"	"C9J6J1"
"ENSG00000106603"	"C9JA07"
"ENSG00000106603"	"F2Z2D1"
"ENSG00000106603"	"F2Z2J3"
"ENSG00000106603"	"F8WBS2"
"ENSG00000106603"	"Q9GZY4"
"ENSG00000107020"	"Q9HBL7"
"ENSG00000107099"	"A2A369"
"ENSG00000107099"	"A2A370"
"ENSG00000107099"	"C9J613"
"ENSG00000107099"	"C9J7A3"
"ENSG00000107099"	"E9PDJ4"
"ENSG00000107099"	"E9PHZ4"
"ENSG00000107099"	"F8WC95"
"ENSG00000107099"	"Q8NF50"
"ENSG00000107745"	"A0A0U1RRK1"
"ENSG00000107745"	"A0A286YF11"
"ENSG00000107745"	"E9PQV6"
"ENSG00000107745"	"F6XEV2"
"ENSG00000107745"	"Q9BPX6"
"ENSG00000107745"	"S4R3D7"
"ENSG00000107745"	"S4R3V1"
"ENSG00000107745"	"S4R3W3"
"ENSG00000107815"	"Q96RR1"
"ENSG00000107819"	"A0A0A0MS41"
"ENSG00000107819"	"A0A1P0AYU5"
"ENSG00000107819"	"Q9BWM7"
"ENSG00000107819"	"S4R3N9"
"ENSG00000107951"	"Q5T851"
"ENSG00000107951"	"Q5T852"
"ENSG00000107951"	"Q9NVV4"
"ENSG00000107959"	"A0A0A0MRX9"
"ENSG00000107959"	"B1APQ0"
"ENSG00000107959"	"B1APQ1"
"ENSG00000107959"	"H0Y4F7"
"ENSG00000107959"	"H0Y7L7"
"ENSG00000107959"	"Q5JRX3"
"ENSG00000108064"	"H7BYN3"
"ENSG00000108064"	"Q00059"
"ENSG00000108179"	"H0Y548"
"ENSG00000108179"	"P30405"
"ENSG00000108179"	"R4GN99"
"ENSG00000108384"	"A0A087WZ35"
"ENSG00000108384"	"E9PI66"
"ENSG00000108384"	"H7C1R0"
"ENSG00000108384"	"H7C2Q5"
"ENSG00000108384"	"J3QKK3"
"ENSG00000108384"	"J3QLB5"
"ENSG00000108384"	"J3QLQ2"
"ENSG00000108384"	"J3QR58"
"ENSG00000108384"	"O43502"
"ENSG00000108384"	"Q7KZJ0"
"ENSG00000108387"	"J3KS26"
"ENSG00000108387"	"J3KS85"
"ENSG00000108387"	"J3KSZ7"
"ENSG00000108387"	"J3QLA8"
"ENSG00000108387"	"J3QLR2"
"ENSG00000108387"	"J3QRS4"
"ENSG00000108387"	"J3QRT6"
"ENSG00000108387"	"J3QRU3"
"ENSG00000108387"	"O43236"
"ENSG00000108439"	"A0A286YF16"
"ENSG00000108439"	"A0A286YF38"
"ENSG00000108439"	"A0A286YFA1"
"ENSG00000108439"	"A0A286YFL3"
"ENSG00000108439"	"J3KS77"
"ENSG00000108439"	"J3QQV6"
"ENSG00000108439"	"J3QQZ9"
"ENSG00000108439"	"Q9NVS9"
"ENSG00000108443"	"K7EIM2"
"ENSG00000108443"	"K7EMM2"
"ENSG00000108443"	"K7ER06"
"ENSG00000108443"	"P23443"
"ENSG00000108528"	"I3L1P8"
"ENSG00000108528"	"Q02978"
"ENSG00000108561"	"A0A0G2JLC0"
"ENSG00000108561"	"I3L3B0"
"ENSG00000108561"	"I3L3Q7"
"ENSG00000108561"	"Q07021"
"ENSG00000108599"	"E7EMD6"
"ENSG00000108599"	"I3L177"
"ENSG00000108599"	"I3L479"
"ENSG00000108599"	"I3NI04"
"ENSG00000108599"	"J3QL61"
"ENSG00000108599"	"J3QR74"
"ENSG00000108599"	"J3QRM7"
"ENSG00000108599"	"K7EM25"
"ENSG00000108599"	"O43572"
"ENSG00000108788"	"K7EID0"
"ENSG00000108788"	"Q9UH92"
"ENSG00000108826"	"B3KN43"
"ENSG00000108826"	"D6RAN8"
"ENSG00000108826"	"D6RE11"
"ENSG00000108826"	"H7C5U8"
"ENSG00000108826"	"Q9P0M9"
"ENSG00000108828"	"K7EJM4"
"ENSG00000108828"	"K7EM19"
"ENSG00000108828"	"K7ENX2"
"ENSG00000108828"	"K7ER81"
"ENSG00000108828"	"K7ERT7"
"ENSG00000108828"	"K7ESA3"
"ENSG00000108828"	"Q99536"
"ENSG00000108829"	"I3L223"
"ENSG00000108829"	"I3L2E8"
"ENSG00000108829"	"Q96AG4"
"ENSG00000108953"	"B4DJF2"
"ENSG00000108953"	"I3L0W5"
"ENSG00000108953"	"I3L3T1"
"ENSG00000108953"	"K7EIT4"
"ENSG00000108953"	"K7EM20"
"ENSG00000108953"	"P62258"
"ENSG00000109016"	"A0A0C4DGQ8"
"ENSG00000109016"	"J3KRS1"
"ENSG00000109016"	"J3QKT1"
"ENSG00000109016"	"J3QLJ8"
"ENSG00000109016"	"J3QLK1"
"ENSG00000109016"	"Q6IAN0"
"ENSG00000109180"	"D6R918"
"ENSG00000109180"	"D6R9T5"
"ENSG00000109180"	"D6RA54"
"ENSG00000109180"	"D6RBC5"
"ENSG00000109180"	"D6RBN5"
"ENSG00000109180"	"D6RC55"
"ENSG00000109180"	"D6RDI5"
"ENSG00000109180"	"D6RDK1"
"ENSG00000109180"	"D6RDK6"
"ENSG00000109180"	"D6RF01"
"ENSG00000109180"	"D6RF07"
"ENSG00000109180"	"D6RG39"
"ENSG00000109180"	"D6RI08"
"ENSG00000109180"	"D6RIT9"
"ENSG00000109180"	"D6RIV2"
"ENSG00000109180"	"Q9NX40"
"ENSG00000109390"	"O43677"
"ENSG00000109424"	"P25874"
"ENSG00000109475"	"P49207"
"ENSG00000109511"	"Q9UJ72"
"ENSG00000109519"	"Q9HAV7"
"ENSG00000109576"	"D6RC56"
"ENSG00000109576"	"D6REB9"
"ENSG00000109576"	"D6RFY7"
"ENSG00000109576"	"Q8N5Z0"
"ENSG00000109846"	"A0A024R3B9"
"ENSG00000109846"	"E9PJL7"
"ENSG00000109846"	"E9PNH7"
"ENSG00000109846"	"E9PR44"
"ENSG00000109846"	"E9PRA8"
"ENSG00000109846"	"E9PRS4"
"ENSG00000109846"	"E9PS12"
"ENSG00000109846"	"H0YCW8"
"ENSG00000109846"	"P02511"
"ENSG00000109919"	"E9PIE4"
"ENSG00000109919"	"Q9Y6C9"
"ENSG00000109971"	"A8K7Q2"
"ENSG00000109971"	"E9PI65"
"ENSG00000109971"	"E9PK54"
"ENSG00000109971"	"E9PKE3"
"ENSG00000109971"	"E9PLF4"
"ENSG00000109971"	"E9PM13"
"ENSG00000109971"	"E9PN25"
"ENSG00000109971"	"E9PN89"
"ENSG00000109971"	"E9PNE6"
"ENSG00000109971"	"E9PPY6"
"ENSG00000109971"	"E9PQK7"
"ENSG00000109971"	"E9PQQ4"
"ENSG00000109971"	"E9PS65"
"ENSG00000109971"	"P11142"
"ENSG00000110011"	"G3V1T1"
"ENSG00000110011"	"H0YGV0"
"ENSG00000110011"	"J3KNJ8"
"ENSG00000110011"	"Q96FY5"
"ENSG00000110011"	"Q9NNZ3"
"ENSG00000110074"	"E9PNK9"
"ENSG00000110074"	"E9PP78"
"ENSG00000110074"	"Q96CU9"
"ENSG00000110090"	"H3BMD2"
"ENSG00000110090"	"H3BP22"
"ENSG00000110090"	"H3BUJ0"
"ENSG00000110090"	"H3BUV7"
"ENSG00000110090"	"P50416"
"ENSG00000110435"	"E9PLU0"
"ENSG00000110435"	"E9PRI6"
"ENSG00000110435"	"H0YD97"
"ENSG00000110435"	"O00330"
"ENSG00000110497"	"A0A075B6T1"
"ENSG00000110497"	"E9PL55"
"ENSG00000110497"	"H0YE34"
"ENSG00000110497"	"Q9C0C7"
"ENSG00000110536"	"E9PQM0"
"ENSG00000110536"	"Q8WUK0"
"ENSG00000110717"	"E9PJY7"
"ENSG00000110717"	"E9PKH6"
"ENSG00000110717"	"E9PML5"
"ENSG00000110717"	"E9PN51"
"ENSG00000110717"	"E9PPW7"
"ENSG00000110717"	"F8W9K7"
"ENSG00000110717"	"H0YCB2"
"ENSG00000110717"	"H0YDT4"
"ENSG00000110717"	"O00217"
"ENSG00000110717"	"Q08E91"
"ENSG00000110719"	"E9PM12"
"ENSG00000110719"	"E9PMC5"
"ENSG00000110719"	"E9PNA6"
"ENSG00000110719"	"H0YCE3"
"ENSG00000110719"	"H0YEL3"
"ENSG00000110719"	"Q13488"
"ENSG00000110719"	"Q8TCH1"
"ENSG00000110871"	"B4DP72"
"ENSG00000110871"	"F8VP53"
"ENSG00000110871"	"F8VVD5"
"ENSG00000110871"	"F8VVW7"
"ENSG00000110871"	"F8VVX6"
"ENSG00000110871"	"Q5HYK3"
"ENSG00000110888"	"F5GXI7"
"ENSG00000110888"	"F5GYA1"
"ENSG00000110888"	"F5GZX3"
"ENSG00000110888"	"F5H142"
"ENSG00000110888"	"F5H5J8"
"ENSG00000110888"	"F5H7T6"
"ENSG00000110888"	"H0YGG3"
"ENSG00000110888"	"H0YID4"
"ENSG00000110888"	"H3BM22"
"ENSG00000110888"	"Q6IMN6"
"ENSG00000110911"	"F8VR36"
"ENSG00000110911"	"F8VRL7"
"ENSG00000110911"	"F8VWB0"
"ENSG00000110911"	"F8VZL6"
"ENSG00000110911"	"F8W154"
"ENSG00000110911"	"F8W1C0"
"ENSG00000110911"	"F8W1D8"
"ENSG00000110911"	"F8W1F2"
"ENSG00000110911"	"F8W1P7"
"ENSG00000110911"	"H0YIV3"
"ENSG00000110911"	"P49281"
"ENSG00000110917"	"F5GX14"
"ENSG00000110917"	"F5H1S8"
"ENSG00000110917"	"H0YG07"
"ENSG00000110917"	"Q14165"
"ENSG00000110955"	"F8W079"
"ENSG00000110955"	"F8W0P7"
"ENSG00000110955"	"H0YH81"
"ENSG00000110955"	"H0YI37"
"ENSG00000110955"	"P06576"
"ENSG00000111012"	"F8VWR7"
"ENSG00000111012"	"O15528"
"ENSG00000111012"	"V9GYP0"
"ENSG00000111058"	"A0A0B4J1R2"
"ENSG00000111058"	"F8VZB4"
"ENSG00000111058"	"H0YII9"
"ENSG00000111058"	"Q9H6R3"
"ENSG00000111271"	"D6RFF6"
"ENSG00000111271"	"F8VXK4"
"ENSG00000111271"	"F8W0Q4"
"ENSG00000111271"	"F8W179"
"ENSG00000111271"	"F8W1A9"
"ENSG00000111271"	"F8W1I9"
"ENSG00000111271"	"Q6JQN1"
"ENSG00000111275"	"F8VSB0"
"ENSG00000111275"	"P05091"
"ENSG00000111275"	"S4R3S4"
"ENSG00000111639"	"A0A087WU28"
"ENSG00000111639"	"A0A0B4J2C1"
"ENSG00000111639"	"M0R176"
"ENSG00000111639"	"Q4U2R6"
"ENSG00000111640"	"E7EUT5"
"ENSG00000111640"	"P04406"
"ENSG00000111647"	"A0A0C4DGH6"
"ENSG00000111647"	"A0JNW5"
"ENSG00000111647"	"F8VRN3"
"ENSG00000111647"	"F8VW65"
"ENSG00000111647"	"F8VWX2"
"ENSG00000111647"	"F8W1I2"
"ENSG00000111647"	"F8W665"
"ENSG00000111647"	"H0YHT7"
"ENSG00000111669"	"P60174"
"ENSG00000111669"	"U3KPS5"
"ENSG00000111669"	"U3KPZ0"
"ENSG00000111669"	"U3KQF3"
"ENSG00000111696"	"H7C193"
"ENSG00000111696"	"H7C3S8"
"ENSG00000111696"	"Q86UY8"
"ENSG00000111737"	"F5H157"
"ENSG00000111737"	"F5H7F8"
"ENSG00000111737"	"Q15286"
"ENSG00000111775"	"P12074"
"ENSG00000111790"	"F5GX47"
"ENSG00000111790"	"Q9NVK5"
"ENSG00000111843"	"Q9P0S9"
"ENSG00000111906"	"Q7Z4H3"
"ENSG00000111906"	"V9GYS5"
"ENSG00000111906"	"V9GZ04"
"ENSG00000112031"	"Q5TF45"
"ENSG00000112031"	"Q9UGC7"
"ENSG00000112031"	"X6RKB4"
"ENSG00000112096"	"F5GXZ9"
"ENSG00000112096"	"F5GYZ5"
"ENSG00000112096"	"F5H3C5"
"ENSG00000112096"	"F5H4R2"
"ENSG00000112096"	"G5E9P6"
"ENSG00000112096"	"G8JLJ2"
"ENSG00000112096"	"P04179"
"ENSG00000112110"	"Q9H0U6"
"ENSG00000112208"	"O95816"
"ENSG00000112234"	"Q9UKA2"
"ENSG00000112290"	"Q5SZK3"
"ENSG00000112290"	"Q5SZK4"
"ENSG00000112290"	"Q5SZK5"
"ENSG00000112290"	"Q92558"
"ENSG00000112294"	"C9J8Q5"
"ENSG00000112294"	"P51649"
"ENSG00000112304"	"Q9NPJ3"
"ENSG00000112651"	"C9IY40"
"ENSG00000112651"	"C9J5E0"
"ENSG00000112651"	"C9JZG7"
"ENSG00000112651"	"C9JZW2"
"ENSG00000112651"	"Q5T653"
"ENSG00000112695"	"D6R9C3"
"ENSG00000112695"	"D6RA35"
"ENSG00000112695"	"D6RGV5"
"ENSG00000112695"	"D6RIE3"
"ENSG00000112695"	"H0UI06"
"ENSG00000112695"	"H0Y8S6"
"ENSG00000112695"	"P14406"
"ENSG00000112782"	"Q9NZA1"
"ENSG00000112855"	"B4DQ67"
"ENSG00000112855"	"D6R9M5"
"ENSG00000112855"	"D6RB22"
"ENSG00000112855"	"D6RJE6"
"ENSG00000112855"	"P49590"
"ENSG00000112992"	"D6RAI5"
"ENSG00000112992"	"D6RCR6"
"ENSG00000112992"	"D6RHU2"
"ENSG00000112992"	"E9PCX7"
"ENSG00000112992"	"H0Y8P5"
"ENSG00000112992"	"H0Y9R2"
"ENSG00000112992"	"Q13423"
"ENSG00000112996"	"Q9NP92"
"ENSG00000113013"	"D6RA73"
"ENSG00000113013"	"D6RCD7"
"ENSG00000113013"	"D6RDH7"
"ENSG00000113013"	"D6RJI2"
"ENSG00000113013"	"H0Y8K0"
"ENSG00000113013"	"H0Y8S0"
"ENSG00000113013"	"H0YBG6"
"ENSG00000113013"	"P38646"
"ENSG00000113048"	"D6RH20"
"ENSG00000113048"	"D6RJC7"
"ENSG00000113048"	"E5RJ73"
"ENSG00000113048"	"G5EA06"
"ENSG00000113048"	"Q92552"
"ENSG00000113272"	"E5RIQ8"
"ENSG00000113272"	"H0YC78"
"ENSG00000113272"	"Q9NWX6"
"ENSG00000113384"	"D6REM1"
"ENSG00000113384"	"Q9H4A6"
"ENSG00000113492"	"Q9BYV1"
"ENSG00000113580"	"D6RDA9"
"ENSG00000113580"	"P04150"
"ENSG00000113580"	"Q3MSN4"
"ENSG00000113734"	"H0YBK7"
"ENSG00000113734"	"Q12981"
"ENSG00000113845"	"C9JR82"
"ENSG00000113845"	"C9JU35"
"ENSG00000113845"	"F8WAU6"
"ENSG00000113845"	"F8WB00"
"ENSG00000113845"	"F8WC42"
"ENSG00000113845"	"G3XA94"
"ENSG00000113845"	"H7C5U1"
"ENSG00000113845"	"Q9NPL8"
"ENSG00000114021"	"F8WF58"
"ENSG00000114021"	"F8WF70"
"ENSG00000114021"	"H7C579"
"ENSG00000114021"	"Q9NQR4"
"ENSG00000114023"	"E9PH05"
"ENSG00000114023"	"F8W7Q4"
"ENSG00000114023"	"Q96A26"
"ENSG00000114026"	"F8WCZ9"
"ENSG00000114026"	"H7BXZ1"
"ENSG00000114026"	"H7BZM3"
"ENSG00000114026"	"H7C0A1"
"ENSG00000114026"	"H7C1D7"
"ENSG00000114026"	"H7C1V7"
"ENSG00000114026"	"O15527"
"ENSG00000114054"	"C9JAW3"
"ENSG00000114054"	"C9JQS9"
"ENSG00000114054"	"C9JVW9"
"ENSG00000114054"	"C9JVY9"
"ENSG00000114054"	"E7ENC1"
"ENSG00000114054"	"E7ETT1"
"ENSG00000114054"	"E7ETT4"
"ENSG00000114054"	"E7EUY3"
"ENSG00000114054"	"E7EX59"
"ENSG00000114054"	"E9PDR0"
"ENSG00000114054"	"E9PEC3"
"ENSG00000114054"	"F8WBI9"
"ENSG00000114054"	"H7C5C9"
"ENSG00000114054"	"P05166"
"ENSG00000114120"	"D6R8Y3"
"ENSG00000114120"	"D6RB26"
"ENSG00000114120"	"D6RCF5"
"ENSG00000114120"	"F6SDC8"
"ENSG00000114120"	"J3KQA4"
"ENSG00000114120"	"Q96CQ1"
"ENSG00000114383"	"F2Z2A9"
"ENSG00000114383"	"G3V0I0"
"ENSG00000114383"	"O75896"
"ENSG00000114573"	"C9JA17"
"ENSG00000114573"	"C9JVW8"
"ENSG00000114573"	"F8WDJ3"
"ENSG00000114573"	"P38606"
"ENSG00000114686"	"D6RBQ5"
"ENSG00000114686"	"D6RC14"
"ENSG00000114686"	"E7ETU7"
"ENSG00000114686"	"E9PF06"
"ENSG00000114686"	"H0Y9G6"
"ENSG00000114686"	"P09001"
"ENSG00000114735"	"F2Z2F0"
"ENSG00000114735"	"H7C258"
"ENSG00000114735"	"Q9Y5R4"
"ENSG00000114956"	"Q16854"
"ENSG00000114993"	"A0A1W2PPZ2"
"ENSG00000114993"	"Q9BST9"
"ENSG00000115042"	"C9J5B6"
"ENSG00000115042"	"C9JGM0"
"ENSG00000115042"	"Q96GK7"
"ENSG00000115159"	"E7EM56"
"ENSG00000115159"	"E9PDK4"
"ENSG00000115159"	"F5GYK7"
"ENSG00000115159"	"P43304"
"ENSG00000115204"	"A8MPV4"
"ENSG00000115204"	"A8MTD3"
"ENSG00000115204"	"B5MC10"
"ENSG00000115204"	"B5MC53"
"ENSG00000115204"	"B5MCF8"
"ENSG00000115204"	"C9J473"
"ENSG00000115204"	"E7EX18"
"ENSG00000115204"	"F8WEL3"
"ENSG00000115204"	"G5E9F5"
"ENSG00000115204"	"H0Y6M5"
"ENSG00000115204"	"P39210"
"ENSG00000115275"	"B8ZZE2"
"ENSG00000115275"	"C9J8D4"
"ENSG00000115275"	"C9JDQ1"
"ENSG00000115275"	"Q13724"
"ENSG00000115286"	"A0A087WTI3"
"ENSG00000115286"	"A0A087WXF6"
"ENSG00000115286"	"F5GXJ1"
"ENSG00000115286"	"F5H5N1"
"ENSG00000115286"	"F5H736"
"ENSG00000115286"	"K7ENU3"
"ENSG00000115286"	"O75251"
"ENSG00000115317"	"A0A0C4DG44"
"ENSG00000115317"	"O43464"
"ENSG00000115361"	"P28330"
"ENSG00000115364"	"A0A0A0MRF4"
"ENSG00000115364"	"H7C2J0"
"ENSG00000115364"	"P49406"
"ENSG00000115364"	"S4R3W9"
"ENSG00000115364"	"S4R455"
"ENSG00000115419"	"B7Z509"
"ENSG00000115419"	"B8ZZA8"
"ENSG00000115419"	"B8ZZC5"
"ENSG00000115419"	"C9JIJ6"
"ENSG00000115419"	"H7BZD1"
"ENSG00000115419"	"H7C201"
"ENSG00000115419"	"O94925"
"ENSG00000115464"	"A0A0C4DG73"
"ENSG00000115464"	"H7BZ73"
"ENSG00000115464"	"H7C150"
"ENSG00000115464"	"H7C183"
"ENSG00000115464"	"Q70CQ2"
"ENSG00000115468"	"A0A087X1Z2"
"ENSG00000115468"	"C9JTV4"
"ENSG00000115468"	"H7C0I0"
"ENSG00000115468"	"Q8WYH2"
"ENSG00000115468"	"Q9BUP0"
"ENSG00000115520"	"B8ZZV9"
"ENSG00000115520"	"B8ZZX2"
"ENSG00000115520"	"Q9H8M1"
"ENSG00000115541"	"B8ZZ54"
"ENSG00000115541"	"B8ZZL8"
"ENSG00000115541"	"P61604"
"ENSG00000115657"	"H7BXK9"
"ENSG00000115657"	"H7C049"
"ENSG00000115657"	"H7C1R6"
"ENSG00000115657"	"H7C245"
"ENSG00000115657"	"H7C3Z0"
"ENSG00000115657"	"Q9NP58"
"ENSG00000115840"	"B4DGK6"
"ENSG00000115840"	"F8W9J0"
"ENSG00000115840"	"H0YFB2"
"ENSG00000115840"	"O75746"
"ENSG00000115944"	"E5RFH8"
"ENSG00000115944"	"E5RJZ1"
"ENSG00000115944"	"H0YBD2"
"ENSG00000115944"	"O14548"
"ENSG00000116096"	"P35270"
"ENSG00000116171"	"E9PLD1"
"ENSG00000116171"	"H0YCB0"
"ENSG00000116171"	"H0YD06"
"ENSG00000116171"	"H0YEU8"
"ENSG00000116171"	"H0YF61"
"ENSG00000116171"	"P22307"
"ENSG00000116221"	"A6NHR2"
"ENSG00000116221"	"H0Y4J2"
"ENSG00000116221"	"Q9BZE1"
"ENSG00000116221"	"S4R369"
"ENSG00000116288"	"K7ELW0"
"ENSG00000116288"	"K7EN27"
"ENSG00000116288"	"Q99497"
"ENSG00000116337"	"E9PIJ1"
"ENSG00000116337"	"E9PJF6"
"ENSG00000116337"	"H0Y360"
"ENSG00000116337"	"H0YCL9"
"ENSG00000116337"	"H0YE32"
"ENSG00000116337"	"H0YF16"
"ENSG00000116337"	"Q01433"
"ENSG00000116353"	"H3BM30"
"ENSG00000116353"	"Q9BV79"
"ENSG00000116459"	"P24539"
"ENSG00000116459"	"Q5QNZ2"
"ENSG00000116685"	"Q8IYS2"
"ENSG00000116688"	"O95140"
"ENSG00000116688"	"Q5JXC5"
"ENSG00000116771"	"Q9BSE5"
"ENSG00000116791"	"A6NP24"
"ENSG00000116791"	"C9JH92"
"ENSG00000116791"	"Q08257"
"ENSG00000116863"	"Q9NX46"
"ENSG00000116874"	"Q9UGM6"
"ENSG00000116898"	"P82914"
"ENSG00000117009"	"H0Y320"
"ENSG00000117009"	"O15229"
"ENSG00000117016"	"Q9UJD0"
"ENSG00000117054"	"B7Z9I1"
"ENSG00000117054"	"E9PIX8"
"ENSG00000117054"	"E9PJM9"
"ENSG00000117054"	"E9PLN7"
"ENSG00000117054"	"E9PQA8"
"ENSG00000117054"	"E9PRX4"
"ENSG00000117054"	"H0YDT5"
"ENSG00000117054"	"P11310"
"ENSG00000117054"	"Q5T4U5"
"ENSG00000117114"	"B1ALU1"
"ENSG00000117114"	"B1ALU3"
"ENSG00000117114"	"H0Y3V3"
"ENSG00000117114"	"H0Y5C0"
"ENSG00000117114"	"O95490"
"ENSG00000117118"	"A0A087WWT1"
"ENSG00000117118"	"A0A087WXX8"
"ENSG00000117118"	"P21912"
"ENSG00000117305"	"D6REN8"
"ENSG00000117305"	"H0Y2L7"
"ENSG00000117305"	"P35914"
"ENSG00000117450"	"A0A0A0MRQ5"
"ENSG00000117450"	"A0A0A0MSI0"
"ENSG00000117450"	"Q06830"
"ENSG00000117480"	"A0A087WYA0"
"ENSG00000117480"	"O00519"
"ENSG00000117481"	"A0A087WT36"
"ENSG00000117481"	"A0A087WUV3"
"ENSG00000117481"	"A0A087X0V6"
"ENSG00000117481"	"M0R1K5"
"ENSG00000117481"	"Q6ZRQ1"
"ENSG00000117481"	"Q96CB9"
"ENSG00000117528"	"P28288"
"ENSG00000117592"	"P30041"
"ENSG00000117593"	"Q6PI48"
"ENSG00000117616"	"H3BMN1"
"ENSG00000117616"	"H3BMX3"
"ENSG00000117616"	"H3BP33"
"ENSG00000117616"	"H3BT33"
"ENSG00000117616"	"H3BTJ0"
"ENSG00000117616"	"H3BVB7"
"ENSG00000117616"	"Q9BUV0"
"ENSG00000117640"	"C9JF50"
"ENSG00000117640"	"E9PIF9"
"ENSG00000117640"	"E9PJP7"
"ENSG00000117640"	"E9PLD2"
"ENSG00000117640"	"E9PLU1"
"ENSG00000117640"	"E9PNJ0"
"ENSG00000117640"	"E9PPF9"
"ENSG00000117640"	"E9PPQ0"
"ENSG00000117640"	"E9PRK5"
"ENSG00000117640"	"E9PRW1"
"ENSG00000117640"	"E9PSD6"
"ENSG00000117640"	"Q9H019"
"ENSG00000117791"	"F6V6Z1"
"ENSG00000117791"	"Q969Z3"
"ENSG00000117791"	"X1WI34"
"ENSG00000117862"	"O95881"
"ENSG00000117862"	"V9GY50"
"ENSG00000117862"	"V9GYV4"
"ENSG00000117906"	"A8MXP8"
"ENSG00000117906"	"H0YL43"
"ENSG00000117906"	"Q14257"
"ENSG00000118246"	"C9JPI6"
"ENSG00000118246"	"Q9NYY8"
"ENSG00000118260"	"C9J276"
"ENSG00000118260"	"C9J4L5"
"ENSG00000118260"	"C9J896"
"ENSG00000118260"	"C9JBT4"
"ENSG00000118260"	"C9JCI4"
"ENSG00000118260"	"E7EWP8"
"ENSG00000118260"	"H7C1R5"
"ENSG00000118260"	"H7C3I0"
"ENSG00000118260"	"P16220"
"ENSG00000118363"	"A0A087WUC6"
"ENSG00000118363"	"E9PI68"
"ENSG00000118363"	"E9PL01"
"ENSG00000118363"	"E9PRB9"
"ENSG00000118363"	"H0YE04"
"ENSG00000118363"	"Q15005"
"ENSG00000118492"	"E5RFN4"
"ENSG00000118492"	"E5RG76"
"ENSG00000118492"	"E5RGD1"
"ENSG00000118492"	"E5RIM8"
"ENSG00000118492"	"F8W7W4"
"ENSG00000118492"	"H0Y333"
"ENSG00000118492"	"H0Y334"
"ENSG00000118492"	"H0YBE5"
"ENSG00000118492"	"H0YC38"
"ENSG00000118492"	"Q8N7X0"
"ENSG00000118508"	"Q13637"
"ENSG00000118520"	"P05089"
"ENSG00000118705"	"F2Z3K5"
"ENSG00000118705"	"H0Y5M1"
"ENSG00000118705"	"P04844"
"ENSG00000118705"	"Q5JYR3"
"ENSG00000118705"	"Q5JYR4"
"ENSG00000118705"	"Q5JYR7"
"ENSG00000118777"	"H0YAF1"
"ENSG00000118777"	"H0YAF3"
"ENSG00000118777"	"Q9UNQ0"
"ENSG00000119013"	"C9JKQ2"
"ENSG00000119013"	"O43676"
"ENSG00000119421"	"P51970"
"ENSG00000119431"	"Q9BSH5"
"ENSG00000119471"	"Q6YN16"
"ENSG00000119673"	"A0A087WT95"
"ENSG00000119673"	"A0A087X0W7"
"ENSG00000119673"	"F6VI00"
"ENSG00000119673"	"P49753"
"ENSG00000119689"	"B7ZAZ8"
"ENSG00000119689"	"G3V3F0"
"ENSG00000119689"	"G3V498"
"ENSG00000119689"	"G3V5L9"
"ENSG00000119689"	"G3V5M3"
"ENSG00000119689"	"H0YJF9"
"ENSG00000119689"	"P36957"
"ENSG00000119689"	"Q86SW4"
"ENSG00000119705"	"A0A087WUN7"
"ENSG00000119705"	"G3V2S9"
"ENSG00000119705"	"G3V4X6"
"ENSG00000119705"	"H0YJ07"
"ENSG00000119705"	"H0YJ40"
"ENSG00000119705"	"H0YJI1"
"ENSG00000119705"	"H0YJU7"
"ENSG00000119705"	"H0YJW7"
"ENSG00000119705"	"Q9GZT3"
"ENSG00000119711"	"G3V4Z4"
"ENSG00000119711"	"Q02252"
"ENSG00000119723"	"A0A0D9SFJ1"
"ENSG00000119723"	"G3V2L5"
"ENSG00000119723"	"G3V3A1"
"ENSG00000119723"	"G3V3L0"
"ENSG00000119723"	"G3V434"
"ENSG00000119723"	"G3V4A6"
"ENSG00000119723"	"Q9Y2Z9"
"ENSG00000119771"	"H0Y2P5"
"ENSG00000119771"	"Q96CT2"
"ENSG00000119772"	"A0A0C4DG02"
"ENSG00000119772"	"F8WE91"
"ENSG00000119772"	"Q9Y6K1"
"ENSG00000119912"	"P14735"
"ENSG00000119912"	"Q5T5N3"
"ENSG00000119912"	"R4GN65"
"ENSG00000119917"	"O14879"
"ENSG00000119927"	"Q5VW52"
"ENSG00000119927"	"Q9HCL2"
"ENSG00000119943"	"Q8N2H3"
"ENSG00000120254"	"A0A087WVM4"
"ENSG00000120254"	"B7ZM99"
"ENSG00000120254"	"H0Y327"
"ENSG00000120254"	"Q4VXM0"
"ENSG00000120254"	"Q4VXM1"
"ENSG00000120254"	"Q4VXV2"
"ENSG00000120254"	"Q5JYA3"
"ENSG00000120254"	"Q5JYA8"
"ENSG00000120254"	"Q6UB35"
"ENSG00000120265"	"A0A0A0MRJ6"
"ENSG00000120265"	"C9J0F2"
"ENSG00000120265"	"F6S8N6"
"ENSG00000120265"	"F8WAV5"
"ENSG00000120265"	"F8WAX2"
"ENSG00000120265"	"F8WDT3"
"ENSG00000120265"	"H7BY58"
"ENSG00000120265"	"H7C4X2"
"ENSG00000120265"	"P22061"
"ENSG00000120329"	"Q9BXI2"
